u,E_L,E_H,w_L,w_H,E_agg
0.8188442211055277,3.4659411986462896,3.700097645983094,0.16879084548880885,0.8312091545111912,3.6605741812604595
0.8233668341708543,3.4458972661890384,3.680053713525843,0.16564193960624296,0.834358060393757,3.6412675854176673
0.827889447236181,3.4258533337317876,3.660009781068592,0.16254029127936798,0.837459708720632,3.621949923913526
0.8324120603015075,3.405809401274537,3.6399658486113413,0.15948561981740061,0.8405143801825994,3.6026212624735905
0.8369346733668341,3.3857654688172856,3.61992191615409,0.15647762931158138,0.8435223706884186,3.5832816703868047
0.8414572864321608,3.365721536360035,3.5998779836968393,0.1535160093241308,0.8464839906758692,3.5639312203441773
0.8459798994974874,3.3456776039027836,3.579834051239588,0.15060043557021074,0.8493995644297893,3.5445699882790924
0.8505025125628141,3.3256336714455323,3.559790118782337,0.14773057059204986,0.8522694294079501,3.5251980532094636
0.8550251256281407,3.305589738988281,3.5397461863250856,0.14490606442444043,0.8550939355755596,3.5058154970819007
0.8595477386934673,3.2855458065310303,3.519702253867835,0.14212655525087425,0.8578734447491257,3.486422404618072
0.864070351758794,3.265501874073779,3.4996583214105836,0.1393916700496407,0.8606083299503593,3.467018863163416
0.8685929648241206,3.245457941616528,3.4796143889533324,0.13670102522926197,0.863298974770738,3.4476049625383496
0.8731155778894473,3.225414009159277,3.4595704564960816,0.13405422725269434,0.8659457727473057,3.42818079489211
0.8776381909547739,3.205370076702026,3.4395265240388304,0.13145087324977955,0.8685491267502204,3.408746454559341
0.8821608040201006,3.1853261442447747,3.419482591581579,0.12889055161747154,0.8711094483825285,3.389302037919551
0.8866834170854272,3.1652822117875234,3.399438659124328,0.12637284260742399,0.873627157392576,3.3698476432595204
0.8912060301507537,3.145238279330273,3.3793947266670776,0.12389731890056188,0.8761026810994381,3.3503833706387667
0.8957286432160804,3.125194346873022,3.3593507942098264,0.12146354616831134,0.8785364538316887,3.3309093217581247
0.900251256281407,3.1051504144157707,3.339306861752575,0.11907108362020424,0.8809289163797958,3.3114255998315243
0.9047738693467337,3.08510648195852,3.3192629292953244,0.11671948453761372,0.8832805154623863,3.291932309461014
0.9092964824120603,3.0650625495012687,3.299218996838073,0.11440829679342501,0.885591703206575,3.2724295565150703
0.9138190954773869,3.0450186170440174,3.279175064380822,0.11213706335747142,0.8878629366425286,3.2529174480102543
0.9183417085427136,3.024974684586766,3.2591311319235707,0.10990532278761922,0.8900946772123808,3.2333960919962172
0.9228643216080402,3.004930752129515,3.2390871994663195,0.10771260970640273,0.8922873902935973,3.2138655974440926
0.9273869346733669,2.9848868196722638,3.2190432670090683,0.10555845526315821,0.8944415447368418,3.1943260741382864
0.9319095477386935,2.9648428872150134,3.198999334551818,0.10344238758162994,0.8965576124183701,3.174777632571667
0.9364321608040201,2.944798954757762,3.1789554020945667,0.10136393219305095,0.898636067806949,3.155220383844153
0.9409547738693468,2.924755022300511,3.1589114696373155,0.0993226124547325,0.9006773875452675,3.1356544395647052
0.9454773869346734,2.9047110898432598,3.1388675371800643,0.09731794995422194,0.9026820500457781,3.1160799117566826
0.95,2.8846671573860094,3.118823604722814,0.09534946489910945,0.9046505351008906,3.0964969127665736
