year,province,city,city_code,region,Q_real,K_real,Kstar_real,OCR_real,UCI_real,UCI_norm,signal
2015,河北省,承德市,130800,东部,0.9850590434077452,7482.551390373277,5313.053265966587,1.4083335919674806,0.699450079885967,0.46397024058861214,Orange
2016,河北省,承德市,130800,东部,0.9628691216127842,8723.915020854613,5539.049764094204,1.5749840482397663,0.6113516658717312,0.42765859594285927,Orange
2015,江西省,抚州市,361000,中部,1.259447850449089,5298.091746029773,3920.706386416994,1.3513105098572624,0.9320195774856537,0.54139884019035,Yellow
2016,江西省,抚州市,361000,中部,1.1328882708380503,6284.487258728284,4188.099810738258,1.5005581391863927,0.7549779253820221,0.4845760354927786,Orange
2016,辽宁省,抚顺市,210400,东部,0.5757103781129723,5693.629341754281,3257.6485645746443,1.7477727351162897,0.32939658946829087,0.260854747891028,Red
2015,西藏自治区,拉萨市,540100,西部,0.8403273644384431,2147.6375620698477,1708.5884823253534,1.2569659600812464,0.6685362938421395,0.4517774250079235,Orange
2016,西藏自治区,拉萨市,540100,西部,0.890974769251985,2622.5301839663553,1854.730893455775,1.4139680280409843,0.6301237026458139,0.43581626395339956,Orange
2015,广东省,揭阳市,445200,东部,1.959668078336272,5624.931533045824,7566.761318249242,0.7433737231118704,2.6361815294369255,0.8218462563058491,Green
2016,广东省,揭阳市,445200,东部,1.4977267623090476,6829.227856393532,7814.679357792252,0.8738973851286559,1.7138474010750713,0.7057029244978194,Yellow
2015,四川省,攀枝花市,510400,西部,0.5595472206414588,3451.9782433940513,3112.1739839507354,1.1091854957967204,0.5044667666155694,0.3758244309233332,Orange
2016,四川省,攀枝花市,510400,西部,0.469494511508183,3942.6888312243486,3329.1868332721447,1.1842798342889076,0.3964388296707658,0.3108247807119438,Orange
2015,河南省,新乡市,410700,中部,0.8967741550357767,10611.619037761255,8227.183835233347,1.289823984765776,0.6952686301601263,0.4623529011012162,Orange
2016,河南省,新乡市,410700,中部,0.9318379666494044,12087.898885873192,8925.968794504126,1.354239429261272,0.6880895257626012,0.4595532805752205,Orange
2010,江苏省,无锡市,320200,东部,1.2376233357257544,12843.901314048278,20220.329886391217,0.6351974169666016,1.9484073811824523,0.7403016341111197,Yellow
2011,江苏省,无锡市,320200,东部,1.0580633681144982,15370.888248345862,22607.427736380854,0.6799043406256414,1.5561944598572182,0.679674659371857,Yellow
2012,江苏省,无锡市,320200,东部,0.9114596895482096,18183.45913592857,24174.444042683866,0.7521769313007881,1.2117623548650496,0.6121968921631696,Yellow
2013,江苏省,无锡市,320200,东部,0.8066126551987568,21247.80497913214,25005.67782098362,0.8497192170212621,0.9492696399481022,0.5463454415606636,Yellow
2014,江苏省,无锡市,320200,东部,0.6878239252377139,24796.181830175534,25860.616916575742,0.9588395323346698,0.7173504033182044,0.47078632449315055,Orange
2015,江苏省,无锡市,320200,东部,0.6068791193939969,28444.927338666756,26729.61284900891,1.064172814598826,0.5702824870815548,0.40890141416430353,Orange
2016,江苏省,无锡市,320200,东部,0.6922975075191321,31816.375671733418,28506.414498774946,1.1161128549892065,0.6202755433059025,0.43156737892053365,Orange
2015,山东省,日照市,371100,东部,0.8620753095267673,7291.919116645376,6002.22282737832,1.2148697784734486,0.709603057712089,0.4678574077650967,Orange
2016,山东省,日照市,371100,东部,0.7465110150093481,8525.100460813106,6396.814920893258,1.3327101950329137,0.5601450471315046,0.40406351462110995,Orange
2011,云南省,昆明市,530100,西部,2.2657821451198727,9760.56211908006,12713.467477280097,0.7677340691296771,2.9512590833547625,0.8522989104238726,Green
2012,云南省,昆明市,530100,西部,1.9052330566872324,11618.444013126056,14375.473691594196,0.8082129509179051,2.3573404194073078,0.7916911066388607,Green
2013,云南省,昆明市,530100,西部,1.665335195704157,13969.025012469752,17883.53345390537,0.7811110174885056,2.132008329697722,0.764591409294774,Green
2014,云南省,昆明市,530100,西部,1.3759744250626642,16408.739461846264,16721.65712263281,0.9812866835809586,1.402214508854224,0.6515713001555905,Yellow
2015,云南省,昆明市,530100,西部,1.252171944450513,19086.18178875395,17597.518682669157,1.084595057572003,1.1545064083674246,0.599141168703482,Yellow
2016,云南省,昆明市,530100,西部,1.1639737145612534,22051.947399316254,18676.244831280033,1.180748464080017,0.9857931218806762,0.5565287367933646,Yellow
2015,山西省,晋中市,140700,中部,1.0426342095012178,5856.393068705308,4258.291056905625,1.3752918695419043,0.7581185002195269,0.48569573838830515,Orange
2016,山西省,晋中市,140700,中部,0.9186633226709383,6939.409415270043,4405.250820414402,1.575258639783251,0.5831825323601098,0.41493484793733604,Orange
2015,山西省,晋城市,140500,中部,0.9269366430385314,5174.921295770086,3552.4814123441947,1.4567060865647945,0.6363237248664445,0.43845726872353835,Orange
2016,山西省,晋城市,140500,中部,0.8330604840255496,6066.540930981581,3577.161828023754,1.6959089978697204,0.4912176803543,0.3686456702490352,Orange
2015,云南省,普洱市,530800,西部,1.618119587321889,2437.4160102653677,2336.9815030109144,1.0429761669594115,1.551444451544078,0.6788500964662804,Yellow
2016,云南省,普洱市,530800,西部,1.4876284394749986,2817.647709752099,2503.667822518924,1.1254079652297013,1.3218570380132029,0.6356531203356668,Yellow
2015,江西省,景德镇市,360200,中部,0.593418737303794,3572.1664051074467,2671.3478987020403,1.3372149718286779,0.4437721307384689,0.34124750846053037,Orange
2016,江西省,景德镇市,360200,中部,0.5417563463492772,4177.202384852075,2859.561944788593,1.4607840170991278,0.37086683589618846,0.2928395220817022,Orange
2015,云南省,曲靖市,530300,西部,1.129362997122461,6752.390862886246,6937.254783446558,0.9733520064735942,1.1602821893942428,0.6004872147686042,Yellow
2016,云南省,曲靖市,530300,西部,0.9828939222576993,8208.776219741932,7394.700272730168,1.1100891066557323,0.8854189419251012,0.5275635921158406,Yellow
2016,山西省,朔州市,140600,中部,0.4493135489996992,4734.458654843333,2879.6827555649033,1.6440903588057152,0.273290057686419,0.21048835703126614,Red
2016,辽宁省,本溪市,210500,东部,0.5388257333636876,4641.49139177967,2406.2905971435193,1.9288989439968443,0.27934368207346016,0.21639791615696133,Red
2010,浙江省,杭州市,330100,东部,4.982064495502793,13602.499297378523,24715.59542523637,0.5503609791042869,9.052357788175877,1.0,Green
2011,浙江省,杭州市,330100,东部,3.988246581447572,16022.396132509597,27590.92738895078,0.5807124895311064,6.867850534208181,1.0,Green
2012,浙江省,杭州市,330100,东部,3.332504590785411,18944.030725884117,29825.37877221338,0.6351647994336018,5.246677073032258,1.0,Green
2013,浙江省,杭州市,330100,东部,3.0207394448907072,22260.70238958991,36747.469809477305,0.6057751051978222,4.986569139225774,0.9937768019666684,Green
2014,浙江省,杭州市,330100,东部,2.390932149005827,26100.368270110415,34003.57581760159,0.7675771633582089,3.114907872643469,0.8668556282400625,Green
2015,浙江省,杭州市,330100,东部,2.0366146612064018,30351.668156604894,36325.76958359861,0.8355409535579097,2.4374803563297127,0.8007084103921716,Green
2016,浙江省,杭州市,330100,东部,2.515089313758153,34676.50414877465,39725.54014888876,0.8729020176644383,2.881296254174779,0.8458276487355255,Green
2015,吉林省,松原市,220700,中部,0.4917784629805435,7040.105370693006,4542.03422517534,1.5499895028688893,0.3172785764486188,0.2507446418811222,Red
2016,吉林省,松原市,220700,中部,0.46007766056119925,8103.834302158355,4572.062827497198,1.7724678351794416,0.25956897576909865,0.1965942168632604,Red
2015,山东省,枣庄市,370400,东部,0.7503850771558276,8051.312824742862,7316.303297703123,1.1004618722231605,0.6818819407526537,0.45710887220409074,Orange
2016,山东省,枣庄市,370400,东部,0.6583773268279163,9437.254383505719,7637.999293027698,1.235566281358583,0.532854721564584,0.39059131355505916,Orange
2014,广西壮族自治区,柳州市,450200,西部,1.1575657247518016,8155.295467217789,8338.37482037069,0.9780437606731667,1.1835520774193926,0.6058432237926353,Yellow
2015,广西壮族自治区,柳州市,450200,西部,0.9518296485130228,9798.078893856899,8610.710790211675,1.1378943193626916,0.8364833467541349,0.5122282676073492,Orange
2016,广西壮族自治区,柳州市,450200,西部,0.8705803639712906,11646.786049164053,9124.072824174813,1.2764898169494165,0.6820112094993619,0.45716000185498706,Orange
2015,湖南省,株洲市,430200,中部,0.7484223200445711,8663.19514639937,7846.676688008767,1.1040591438714942,0.6778824524020997,0.455522147219473,Orange
2016,湖南省,株洲市,430200,中部,0.6546806184404292,10575.836989079402,8189.815178957945,1.2913401289264563,0.5069776767370282,0.37716364394308854,Orange
2011,广西壮族自治区,桂林市,450300,西部,1.9633181561108877,4077.278086155564,5378.9247993755835,0.7580098696730019,2.5900957687501407,0.8170891242808297,Green
2012,广西壮族自治区,桂林市,450300,西部,1.6567550953316372,5209.592281847786,6469.026526397234,0.8053131735647929,2.0572805086471617,0.7549675842447366,Yellow
2013,广西壮族自治区,桂林市,450300,西部,1.5921012692394065,6257.574867755396,6599.912769571858,0.9481299353841808,1.6792015628050911,0.7001943950292933,Yellow
2015,广西壮族自治区,桂林市,450300,西部,1.1120822288724728,8944.821283149244,7784.123026610947,1.1491109856011155,0.9677761702806518,0.5515533775803029,Yellow
2016,广西壮族自治区,桂林市,450300,西部,1.026180484342035,10629.20321899178,8124.035435783799,1.3083649502774832,0.7843228176697936,0.49486143811345523,Orange
2015,广西壮族自治区,梧州市,450400,西部,0.7454426046763929,4868.225321685051,4138.407770746871,1.1763522570436473,0.6336899514689621,0.4373385258862407,Orange
2016,广西壮族自治区,梧州市,450400,西部,0.6582681138232931,5793.325155600798,4415.999861972217,1.311894324429045,0.5017691604922375,0.3743781941640646,Orange
2016,陕西省,榆林市,610800,西部,0.8203943080261882,9772.10118892095,9721.753452381268,1.0051788740360772,0.8161674794577339,0.5055964010946381,Orange
2010,湖北省,武汉市,420100,中部,1.5678476796254082,15127.291645742098,22752.310338177736,0.6648683769207793,2.3581324274837954,0.7917817141085,Green
2011,湖北省,武汉市,420100,中部,1.4824251292566892,18626.08916345499,24959.33468473266,0.7462574382981593,1.9864795353160714,0.7455213682496764,Yellow
2012,湖北省,武汉市,420100,中部,1.271737352173641,22710.86130528224,27594.276779207583,0.8230279592757793,1.5451933775040911,0.6777611050561754,Yellow
2013,湖北省,武汉市,420100,中部,1.1953681243221517,27549.84544001813,34769.12016815831,0.79236533184548,1.5086073005466394,0.6712977863379527,Yellow
2014,湖北省,武汉市,420100,中部,1.080494465618008,33134.88696801722,32222.44544515399,1.0283169545407813,1.050740689285365,0.5737386309280907,Yellow
2015,湖北省,武汉市,420100,中部,1.026702163982568,39159.028119616356,33717.31049137331,1.1613923990063004,0.8840269359959865,0.5271392036934932,Yellow
2016,湖北省,武汉市,420100,中部,1.3060941409849949,44240.867913635535,35585.665536898225,1.2432215962846855,1.0505722751987265,0.5736953947485661,Yellow
2015,湖南省,永州市,431100,中部,1.0816952816284067,6220.122870449199,5963.849588791408,1.0429711175378127,1.0371287022616809,0.5702215368253888,Yellow
2016,湖南省,永州市,431100,中部,0.9865084595345113,7467.553326926738,6462.804939066353,1.1554663025317202,0.8537751878812834,0.5177472992876002,Yellow
2015,陕西省,汉中市,610700,西部,1.187155823621167,3628.932591583333,4416.695759752818,0.8216397028412089,1.444861804408931,0.659652661193785,Yellow
2016,陕西省,汉中市,610700,西部,0.9575164878057999,4508.734862004167,4660.3989615390965,0.9674568420458057,0.9897252737197189,0.5576025022075336,Yellow
2015,广东省,汕头市,440500,东部,2.7095932190428207,5278.44361696357,7620.697636554412,0.6926457220457498,3.9119468045510426,0.9283097735239987,Green
2016,广东省,汕头市,440500,东部,2.2948626147300475,6594.047736115392,8325.309681934345,0.7920483427090123,2.8973769541402206,0.8473288453313405,Green
2016,广东省,汕尾市,441500,东部,1.23466270412664,3585.590642321153,3354.611856889512,1.0688541015430055,1.155127441943921,0.5992862233322165,Yellow
2015,广东省,江门市,440700,东部,1.2527910192275125,6841.38106707302,8884.318645902642,0.770051293717183,1.6268929478451413,0.6916584062470947,Yellow
2016,广东省,江门市,440700,东部,1.2011302768751904,8017.084313719368,9419.06440103754,0.8511550587589422,1.4111768055829246,0.6532898031039699,Yellow
2015,安徽省,池州市,341700,中部,0.9211426164640077,2953.651621163398,1941.2742471424199,1.5215014702385354,0.6054168428240785,0.4250273412143452,Orange
2016,安徽省,池州市,341700,中部,0.8130606895039232,3458.555940105228,2050.094315316375,1.6870228429327148,0.4819500179917548,0.3635081294520938,Orange
2011,辽宁省,沈阳市,210100,东部,1.0670024834190737,20762.144458752133,21601.533498746827,0.9611421550213836,1.1101401367577461,0.5885713458023405,Yellow
2012,辽宁省,沈阳市,210100,东部,0.8978297931134407,25349.437135814525,23292.666701899263,1.088301200555433,0.8249828196966227,0.5084941085347943,Orange
2013,辽宁省,沈阳市,210100,东部,0.7972153039074478,30465.877779023802,26952.036409941393,1.130373872891709,0.7052669236489172,0.46620412490054775,Orange
2014,辽宁省,沈阳市,210100,东部,0.6855563269564584,35506.64349007261,24579.3474665523,1.444572258819736,0.47457392509847923,0.359348077283472,Orange
2015,辽宁省,沈阳市,210100,东部,0.584297079003191,39057.35561556898,24953.262655972925,1.5652203943847813,0.37330019535865566,0.2946035157717179,Orange
2016,辽宁省,沈阳市,210100,东部,0.6097735128655667,38736.109034790534,20698.994348696495,1.8714005319408145,0.3258380568232368,0.2579249476716799,Red
2015,河北省,沧州市,130900,东部,1.0305135557346308,14592.941560939891,12810.83531114441,1.1391092935403822,0.9046660944462731,0.5333641424336812,Yellow
2016,河北省,沧州市,130900,东部,1.066181786895361,17344.367982892894,13431.820491738625,1.2912894416330774,0.8256721944128764,0.5087194072406056,Orange
2015,广东省,河源市,441600,东部,3.07431776571225,2702.964660774668,3372.440686653041,0.801486197065547,3.8357713170459333,0.9230056325116832,Green
2016,广东省,河源市,441600,东部,2.0930323738343413,3220.1072277359344,3688.066226390599,0.8731153482803258,2.397200298857127,0.7962138008058581,Green
2011,福建省,泉州市,350500,东部,3.2098428643158847,6664.901739097899,15687.063766606041,0.4248661086777667,7.5549515453357605,1.0,Green
2012,福建省,泉州市,350500,东部,2.5990185508790216,8295.077852143004,16835.458358302116,0.4927147022434604,5.274895470025559,1.0,Green
2013,福建省,泉州市,350500,东部,2.310545553306151,10323.832759535853,20504.107522399325,0.503500713125786,4.588961828796703,0.9713637540646216,Green
2014,福建省,泉州市,350500,东部,2.1293177784959525,12681.967921559059,19696.10025580248,0.6438821775301913,3.30699909518168,0.8829967131142802,Green
2015,福建省,泉州市,350500,东部,1.5223521667106819,15454.118125481105,20720.97361087557,0.7458200765899284,2.0411788506300983,0.7528481895830399,Yellow
2016,福建省,泉州市,350500,东部,1.4253951963933067,18429.41841920705,22025.88085340878,0.8367165218890606,1.703558085808061,0.7040786818468115,Yellow
2015,山东省,泰安市,370900,东部,1.0026915445195868,13238.191017724776,11321.700709523619,1.1692758320831638,0.8575320869612151,0.5189315996611651,Yellow
2016,山东省,泰安市,370900,东部,0.9202857351862235,15475.899266838536,11747.908450582752,1.317332300633553,0.6985980186955293,0.46364145834000714,Orange
2011,江苏省,泰州市,321200,东部,1.772367134028855,6416.778816719494,9099.693008797241,0.7051643182375485,2.513410120436352,0.8089825419445166,Green
2012,江苏省,泰州市,321200,东部,1.595070580931944,7550.531475883518,9809.41167474946,0.7697231726260856,2.0722652476344168,0.75692511431604,Yellow
2013,江苏省,泰州市,321200,东部,1.3717951753686324,8937.175102089343,9933.602145300081,0.8996912672124501,1.524739902854588,0.6741668886504508,Yellow
2015,江苏省,泰州市,321200,东部,0.6048248201223837,12847.01669463563,12237.923737253122,1.0497709391282104,0.5761493270376342,0.4116621155868117,Orange
2016,江苏省,泰州市,321200,东部,0.8163402778623507,15360.535959903847,13191.088405810639,1.164463119899763,0.7010443387272078,0.46458433801249266,Orange
2015,四川省,泸州市,510500,西部,1.286717375386731,5551.560572628309,5876.595508035468,0.9446899254912616,1.3620526065392375,0.6437329535151227,Yellow
2016,四川省,泸州市,510500,西部,1.1256552598626042,6979.360043996894,6265.910288771523,1.1138621081926228,1.010587622635909,0.5632290323966009,Yellow
2011,河南省,洛阳市,410300,中部,1.44572349446186,8088.890127291324,10491.16872280522,0.7710189723389032,1.875081608013128,0.7299547473969792,Yellow
2012,河南省,洛阳市,410300,中部,1.120752199539936,9978.462720926756,11200.315301637564,0.8909090906992445,1.2579871630452166,0.6222948269999621,Yellow
2013,河南省,洛阳市,410300,中部,0.9756271072676747,12068.517784880418,10934.373360560387,1.1037228551579206,0.8839421080286337,0.5271133201315858,Yellow
2014,河南省,洛阳市,410300,中部,0.9641118627173381,14446.188495636397,11678.930838207181,1.2369444340209839,0.7794302122232457,0.4931735910845264,Orange
2015,河南省,洛阳市,410300,中部,0.6985193617475269,17260.843670854578,12622.577429577823,1.3674579353665242,0.5108159773560424,0.37919806546878526,Orange
2016,河南省,洛阳市,410300,中部,0.6318077969657662,20480.486287311847,13586.812262781794,1.5073797952897177,0.41914307126846756,0.3258462107942603,Orange
2010,山东省,济南市,370100,东部,1.8469490294638808,9107.95723055747,14734.213708800293,0.6181502054037378,2.9878644596705537,0.8556238798186514,Green
2011,山东省,济南市,370100,东部,1.784119754453789,10586.898269029596,15924.82120236069,0.6648048436148343,2.683674422034519,0.8266624054000558,Green
2012,山东省,济南市,370100,东部,1.5850968205358156,12243.629055578116,16886.917853363695,0.7250363365236194,2.1862308696637,0.7713655720190423,Green
2013,山东省,济南市,370100,东部,1.5263200431096955,14269.781302799209,19668.26095481852,0.7255232852349999,2.103750595151904,0.7609924893552865,Green
2014,山东省,济南市,370100,东部,1.398025031836035,16619.734737659248,19394.302240963847,0.8569390396812383,1.6314171336575682,0.692407451294077,Yellow
2015,山东省,济南市,370100,东部,1.2470944037143157,19287.163800776285,20171.429916657595,0.9561624476036237,1.3042704268922487,0.6320404154422116,Yellow
2016,山东省,济南市,370100,东部,1.4129400377223826,22297.133410737468,21255.30889306693,1.0490147907476595,1.34692098737268,0.6407196367790358,Yellow
2015,山东省,济宁市,370800,东部,1.12056175079422,14411.608766563028,15260.761870542232,0.9443570962457438,1.1865868909642032,0.6065339693120396,Yellow
2016,山东省,济宁市,370800,东部,1.0214780880276537,16970.002428234875,16110.822887115044,1.0533293393602494,0.9697613555965878,0.5521061046310557,Yellow
2011,海南省,海口市,460100,东部,2.9697282983864306,2028.7402636083568,3506.1272329453777,0.5786271087213459,5.132369800213744,1.0,Green
2012,海南省,海口市,460100,东部,2.3487768899550128,2437.686550427939,3691.3988790734243,0.6603693153419988,3.55676261053802,0.9026356618280531,Green
2013,海南省,海口市,460100,东部,1.8819638817827415,2965.137022906542,4817.534334546023,0.6154885086430752,3.0576750911755877,0.8618535555423644,Green
2014,海南省,海口市,460100,东部,1.7056706672970758,3638.4099717612144,4529.362559280681,0.80329404505411,2.1233453401016833,0.7634931816589732,Green
2015,海南省,海口市,460100,东部,1.3860327072260576,4468.534973173153,4679.996897672756,0.9548157981462001,1.4516231402089037,0.6609119393068665,Yellow
2016,海南省,海口市,460100,东部,1.2117523525424108,5516.8367245144955,4982.334504069278,1.1072794731081719,1.0943509583366338,0.5847075137036333,Yellow
2014,山东省,淄博市,370300,东部,0.8525640889792103,11862.430563740287,13177.935093163811,0.9001736979182758,0.947110642035902,0.5457312743659816,Yellow
2015,山东省,淄博市,370300,东部,0.6738416461377734,14000.88783555327,13409.500004388074,1.0441021537694675,0.6453790404559919,0.4422686564544977,Orange
2016,山东省,淄博市,370300,东部,0.6275996337267623,16400.641743775606,14052.702886631228,1.1670809435086005,0.5377515905966271,0.39305878056050003,Orange
2015,安徽省,淮北市,340600,中部,0.8452396695152034,4228.16865696169,2675.117557053715,1.5805543370656407,0.5347741926319489,0.3915612010219069,Orange
2016,安徽省,淮北市,340600,中部,0.7916042135411527,4975.642624113605,2755.093569038286,1.8059795427748178,0.4383240201740511,0.3379155840196273,Orange
2015,安徽省,淮南市,340400,中部,1.0252454806311886,4495.213194209449,3361.206324642823,1.337380916265868,0.7666069316240881,0.48869904672932146,Orange
2016,安徽省,淮南市,340400,中部,0.9229883771835004,5225.403834498977,3555.3074695642895,1.4697473788784183,0.6279911707601369,0.4349018659081364,Orange
2015,江苏省,淮安市,320800,东部,0.8431782967367041,11052.26629153466,9604.208997183972,1.1507731969155677,0.7327058876559567,0.4764991969506622,Orange
2016,江苏省,淮安市,320800,东部,0.7622463108085686,13034.838576957925,10379.630525049115,1.2558094958679895,0.6069760686764992,0.42572112718575883,Orange
2010,广东省,深圳市,440300,东部,3.314885237491795,11923.48334307084,25496.652073241603,0.46764898029825563,7.0884047162417385,1.0,Green
2011,广东省,深圳市,440300,东部,3.2804500099381597,13463.697375917298,26908.060841053673,0.5003592587160987,6.556189283587277,1.0,Green
2012,广东省,深圳市,440300,东部,3.5941390997991287,15104.944407121431,31250.368735776454,0.48335251768817666,7.435854719428195,1.0,Green
2013,广东省,深圳市,440300,东部,4.63762331057088,16850.70628676536,33957.599354452715,0.4962278431662984,9.345753920173914,1.0,Green
2014,广东省,深圳市,440300,东部,5.200508616818767,18725.59357242709,41455.78505587552,0.45170037299228794,11.513182028980873,1.0,Green
2015,广东省,深圳市,440300,东部,7.537782147808681,21087.621493805735,46104.14306490312,0.4573910302186862,16.479951835095548,1.0,Green
2016,广东省,深圳市,440300,东部,7.682471775438642,24111.404219115444,52148.116529846695,0.4623638555635161,16.615640870274042,1.0,Green
2015,广东省,清远市,441800,东部,0.9662805567971389,5311.111259096033,5293.782565589388,1.0032734048465242,0.9631278494270021,0.550254716317372,Yellow
2016,广东省,清远市,441800,东部,1.0046071840296111,5666.507296141232,5780.755091512466,0.980236527311289,1.0248620165024547,0.5670122739424371,Yellow
2015,浙江省,温州市,330300,东部,3.525105835291649,16180.531313113468,18199.281978547402,0.8890752575945822,3.9649127620859916,0.9319372942899117,Green
2016,浙江省,温州市,330300,东部,3.2753022652434374,19277.239947457794,19611.471797568403,0.9829573295895084,3.332089976490874,0.8850354872931707,Green
2015,浙江省,湖州市,330500,东部,1.2470720459098759,7914.248129670434,8054.56945532269,0.9825786683657525,1.2691829021527965,0.6246847327733386,Yellow
2016,浙江省,湖州市,330500,东部,1.132886082608298,9110.711623186911,8590.395033328225,1.0605695765840815,1.0681864798131737,0.5781802782727838,Yellow
2015,湖南省,湘潭市,430300,中部,0.5351850108047639,7383.389859911993,5610.434515385634,1.316010344593514,0.4066723434230074,0.3176991404064875,Orange
2016,湖南省,湘潭市,430300,中部,0.5108785851045986,8952.440066916393,5982.934082596668,1.4963293834303657,0.3414212076310358,0.2705257811385247,Red
2015,广东省,湛江市,440800,东部,2.4296043961044216,5595.56699616885,9533.585825311275,0.5869320420143334,4.139498650927442,0.9435601939421069,Green
2016,广东省,湛江市,440800,东部,2.3613888299304966,6847.3881463604075,10225.261539287061,0.669654083668341,3.5262815347812015,0.900314140601754,Green
2016,安徽省,滁州市,341100,中部,0.17567381336164345,7986.232421958002,5551.8635383933215,1.438477795199767,0.12212480022136661,0.0,Red
2015,山东省,滨州市,371600,东部,0.6528385835901616,9897.7145685289,8450.986658422818,1.1711904146321395,0.5574145548272886,0.4027454680280343,Orange
2016,山东省,滨州市,371600,东部,0.6245971746247394,11559.400240102455,8765.594042038874,1.3187241143800155,0.47363748627466884,0.35881531433888647,Orange
2015,河南省,漯河市,411100,中部,0.6955113659150005,4229.293779769601,3467.907691994792,1.2195520052429218,0.5703007029835205,0.4089100297211022,Orange
2016,河南省,漯河市,411100,中部,0.6813831497160915,5078.343590781121,3682.351178465059,1.379103552230443,0.49407685783571603,0.37021110833102444,Orange
2015,福建省,漳州市,350600,东部,1.4181236635952983,10500.925630146336,9959.235488019474,1.0543907353911344,1.3449697687918647,0.6403286084662095,Yellow
2016,福建省,漳州市,350600,东部,1.3763045803801772,12803.806148639018,10914.247576154978,1.1731276993030901,1.1731924676212033,0.6034718865581032,Yellow
2011,山东省,潍坊市,370700,东部,1.2141835203007558,11710.070357214177,14435.34852636021,0.8112080103802526,1.496759776486439,0.6691711562173972,Yellow
2012,山东省,潍坊市,370700,东部,1.030348881336519,14137.466839353468,15711.788193070844,0.8997999887491052,1.1450865683704907,0.5969313603152895,Yellow
2013,山东省,潍坊市,370700,东部,0.9190917254112809,16860.539097385794,17383.458272301294,0.9699185762277972,0.9475967858929026,0.5458696890897385,Yellow
2014,山东省,潍坊市,370700,东部,0.7815788126356916,19986.595842516504,17924.20846753423,1.1150615592715203,0.7009288466067327,0.4645398981931107,Orange
2015,山东省,潍坊市,370700,东部,0.6548817488175585,23503.96975039068,19008.321261440324,1.2365094963998786,0.5296212853393034,0.3889495668814302,Orange
2016,山东省,潍坊市,370700,东部,0.6087249402864733,27441.305862871144,19996.203677419555,1.3723257827113888,0.44357174364514074,0.3411256831761759,Orange
2015,河南省,濮阳市,410900,中部,1.2228370557267418,6064.743719662127,5339.671350495697,1.1357896996973642,1.0766403816239676,0.5803065895597153,Yellow
2016,河南省,濮阳市,410900,中部,1.0460356149016936,7284.78933367902,5718.848336538414,1.2738210396550684,0.8211794140132466,0.5072476999654097,Orange
2011,山东省,烟台市,370600,东部,1.1786656319340336,14597.208409718258,17378.093227345355,0.8399775636344713,1.4032108510542878,0.6517628886661568,Yellow
2012,山东省,烟台市,370600,东部,1.0548551346297106,16911.268189232345,18250.094708411365,0.9266400234864556,1.1383656089673846,0.5953435440666945,Yellow
2013,山东省,烟台市,370600,东部,1.0299121151144284,19603.89597977073,20045.77492955039,0.9779565044837321,1.0531267090023844,0.5743504394003428,Yellow
2014,山东省,烟台市,370600,东部,0.8113852899174807,22724.76108078219,20041.69349376778,1.1338742949965155,0.7155866338075635,0.4701223145566062,Orange
2015,山东省,烟台市,370600,东部,0.7357485662461739,26255.660626743083,21049.3664664908,1.2473373328617923,0.5898553237063229,0.41800358612527605,Orange
2016,山东省,烟台市,370600,东部,0.7137121468836735,30240.10249540593,22135.650253801512,1.3661266847226492,0.5224348187214944,0.385264520968273,Orange
2015,河南省,焦作市,410800,中部,0.5972295370899898,9209.128452405113,6649.367843074419,1.3849630024599686,0.4312241814613039,0.3335108051651137,Orange
2016,河南省,焦作市,410800,中部,0.49535066937999483,10946.680429784858,7084.985003724616,1.5450534368146336,0.32060423126933185,0.25355718924339304,Red
2015,黑龙江省,牡丹江市,231000,中部,0.6561870238220919,5487.673670478986,4120.939916046862,1.3316558315034124,0.4927602224977832,0.3694913612017432,Orange
2016,黑龙江省,牡丹江市,231000,中部,0.5890424204573829,6430.729786955037,4209.865178230386,1.5275381787067561,0.3856155143409101,0.30335838944706706,Orange
2015,广西壮族自治区,玉林市,450900,西部,1.3833318387171107,6215.2445576674245,6628.668581307483,0.937630910556323,1.4753479467697377,0.6652846766888598,Yellow
2016,广西壮族自治区,玉林市,450900,西部,1.2252765305373092,7371.580629784054,6995.0055670243255,1.053834848185821,1.1626836336325614,0.601044900428577,Yellow
2015,云南省,玉溪市,530400,西部,1.7974057697246775,3153.807354262335,4325.646652186963,0.7290950019386884,2.4652559199354194,0.8037646586582354,Green
2016,云南省,玉溪市,530400,西部,1.3571270468377419,3889.8080865492184,4494.702554178807,0.8654205789285863,1.56817052873633,0.6817424867726098,Yellow
2011,广东省,珠海市,440400,东部,2.0095263306593365,3139.5444307878483,5277.505637840352,0.5948917246581293,3.377969884879749,0.8887240956997816,Green
2012,广东省,珠海市,440400,东部,1.5285901935938857,3770.1856092484554,5543.036850574148,0.6801660733787003,2.247377888168796,0.7788061229525701,Green
2013,广东省,珠海市,440400,东部,1.604760830884032,4542.570728786032,7867.765986874216,0.5773647483115788,2.7794575882523604,0.8361215450250871,Green
2014,广东省,珠海市,440400,东部,1.5070969516462847,5450.49139234673,6601.147572439386,0.8256884628823041,1.8252610026611336,0.7226911302753112,Yellow
2015,广东省,珠海市,440400,东部,1.63900661096782,6483.106822729394,7068.47820168008,0.9171856569053928,1.7869954666516146,0.7169762767240051,Yellow
