city,Q_w1,K_100m,V_100m,house_price,gdp_per_capita,gdp_100m,pop_10k,per_capita_area_m2,fai_100m,city_tier,region4,province,fai_gdp_ratio,OCR_w1,Kstar_100m,ocr_cluster,ocr_color,Q_w2_extended,OCR_w2_extended
成都市,1.2118816594134674,45862.29179791673,55709.77924588221,8368.25,75616.5,11485.698400000001,1800.9390543193717,36.864000000000004,7649.733,新一线,西部,四川省,0.6647369819851292,0.5999123153042376,76625.42828447235,0,绿色(适度),1.476719854237382,0.6711540485517071
商丘市,1.2085249680974472,9037.955209339085,10846.943338627269,3916.75,26136.0,1900.65805,751.4062369856223,36.864000000000004,1854.2064,三线及以下,中部,河南省,0.9743173224862138,1.632764837860285,5534.999663411765,2,橙色(中度过度),1.0926679669907924,1.860934800890796
昆明市,1.2080728295058831,20569.064594035102,24783.53424512576,8310.0,61906.0,4134.04155,808.7165552699229,36.864000000000004,3708.977,新一线,西部,云南省,0.8965748052766618,0.8821386809205732,23313.709360059842,0,绿色(适度),1.1693802640018975,0.9913545280839973
泸州市,1.2061863176246677,6265.460308312602,7499.821396656378,4784.0,33105.5,1417.6619,425.0272440944882,36.864000000000004,1572.0448000000001,三线及以下,西部,四川省,1.1069107510463967,1.3649324723309404,4577.384482065603,1,黄色(轻度过度),0.8824632984973536,1.5918259112348252
南宁市,1.1979119932853335,17760.719499854695,21233.88114702464,6976.75,50894.5,3556.70795,824.8270688566015,36.864000000000004,3562.8594999999996,二线,西部,广西壮族自治区,1.0011595860178477,1.0203968219695492,17392.194497933113,1,黄色(轻度过度),1.217533785043839,1.4843166158127463
抚州市,1.1961680606435696,5791.289502379029,6896.146082331852,5577.5,28997.0,1158.02235,335.3025,36.864000000000004,1175.4856,三线及以下,中部,江西省,1.014205594928835,1.8720056961801856,3092.3371604339036,2,橙色(中度过度),1.1242271596070927,1.9076315332960831
平凉市,1.192827938162053,3546.050364241869,4229.827944597426,6119.0,17486.0,367.3,184.78969957081543,37.408,670.7535,三线及以下,西部,甘肃省,1.8261734277157635,5.088496871733855,696.8758070659062,3,红色(严重过度),0.9035798864085474,5.202711917935657
湖州市,1.189979064259087,8512.479876428672,10095.518003736312,8252.75,74002.0,2184.32045,331.79752327746735,36.864000000000004,1497.40935,三线及以下,东部,浙江省,0.6849763179814863,0.6716459584346604,12682.181385194002,0,绿色(适度),1.0166598013963912,0.7376411696602717
合肥市,1.1677112791016593,31631.00888478315,37599.087161976306,11675.0,76620.0,5967.323850000001,867.8910044785669,36.864000000000004,6176.53515,新一线,中部,安徽省,1.035000562194159,0.8488965590643296,37293.00359419471,0,绿色(适度),0.9634143868660531,0.8830295081129008
武汉市,1.1663981524837816,41699.948016625945,48993.69864197739,11889.75,107800.5,11409.105,1114.5716902173913,36.864000000000004,7360.33835,新一线,中部,湖北省,0.6476297149758525,0.47405226957087443,88009.86332219787,0,绿色(适度),1.1689714715165336,0.559311314287249
绍兴市,1.1555824356210367,15240.958749499667,17542.97363687446,9065.5,93103.5,4627.49785,524.9275865921788,36.864000000000004,2732.66135,二线,东部,浙江省,0.5901156662858267,0.4902872089034961,31068.94705444281,0,绿色(适度),1.373381843524998,0.5802173791529867
安庆市,1.1522206491721443,7962.587398449347,9077.490684912227,5415.5,32197.5,1474.3038000000001,454.98454976303316,36.864000000000004,1453.74845,三线及以下,中部,安徽省,0.9857408008092232,1.7021625126883535,4673.552711009164,2,橙色(中度过度),0.9666416298065925,1.5729190834622764
邯郸市,1.1517972711707243,19067.822446039085,21899.613651245618,6362.5,34357.5,3241.2610999999997,933.3283223374176,36.864000000000004,3604.25655,三线及以下,东部,河北省,1.1114955775512927,1.7021391413029523,11188.557845710246,2,橙色(中度过度),1.2255097656202432,2.3598604563309213
常德市,1.1495125363805188,8331.43678553534,9508.40947308522,4787.5,48475.5,2831.4185500000003,538.6747826086956,36.864000000000004,1871.7161999999998,三线及以下,中部,湖南省,0.660221840694929,0.7241753413999916,11486.37651799271,0,绿色(适度),0.9214129521432175,0.890256909600711
肇庆市,1.1475824832665587,7052.788589968107,8058.50992846421,5484.75,49924.0,2027.0144999999998,398.56934210526316,36.864000000000004,1351.8885,三线及以下,东部,广东省,0.6671602005568906,0.8273947702000186,8514.297248003659,0,绿色(适度),1.0224733471961618,1.1419074478484668
濮阳市,1.1344363353142177,6674.7665266705735,7518.171221986559,5453.75,38450.5,1388.94825,373.9675143843498,36.864000000000004,1414.27975,三线及以下,中部,河南省,1.0167493841636783,1.3257995129058004,5029.380929974531,1,黄色(轻度过度),0.9852683848223304,1.9325155633238131
鸡西市,1.1330226797646383,1683.7623891402832,1904.8124275688624,3193.5,28434.5,516.53305,161.80329341317366,36.864000000000004,239.2663,三线及以下,东北,黑龙江省,0.46322870914552805,1.2505728903863478,1345.7517058760845,1,黄色(轻度过度),1.0236618683738297,1.4396268140251185
安康市,1.1322372746952607,3392.2650220288992,3814.4306910099012,4135.0,30481.5,807.6603,250.15049504950494,36.864000000000004,767.72955,三线及以下,西部,陕西省,0.9469640707341439,1.451079471299261,2332.4216120420333,1,黄色(轻度过度),0.7911205837418109,1.7169569573600576
哈尔滨市,1.1221446879107195,28087.763476697823,31224.343999084776,8343.75,61236.0,5926.41075,1016.5223706441395,36.864000000000004,4817.8728,二线,东北,黑龙江省,0.8125513439498333,0.9009094318299372,31169.51449965821,0,绿色(适度),0.9255767668303116,1.7374932180167748
资阳市,1.1103710378878628,4417.548247444326,4832.420691473815,4472.75,36505.0,1106.9111,292.12824742268043,36.864000000000004,772.88405,三线及以下,西部,四川省,0.7079879601802883,1.2434685390916536,3653.5665769363686,1,黄色(轻度过度),0.9327756089729401,2.28340066593814
