year,province,city,city_code,region,huhuanyong,gdp_100m,gdp_per_capita,pop_10k,urbanization_rate_pct,fai_100m,fai_imputed,house_price,V_real,K_real,Q_real,MUQ_real,fai_gdp_ratio,per_capita_area_m2
1995,河南省,漯河市,411100,中部,东南侧,86.0338,3578.0,211.9241573033708,,12.7542,False,,,37.391514071874994,,,0.1482463868851544,20.0
1996,河南省,漯河市,411100,中部,东南侧,110.0015,4177.0,216.646404494382,,15.4855,False,,,51.00743836828124,,,0.1407753530633673,20.0
1997,河南省,漯河市,411100,中部,东南侧,126.0487,4776.0,219.8241573033708,,36.7587,False,,,85.21576644986717,,,0.291622999681869,20.0
1998,河南省,漯河市,411100,中部,东南侧,136.6115,5374.0,222.12314606741572,,43.9935,False,,,124.9484781273738,,,0.3220336501685436,20.0
1999,河南省,漯河市,411100,中部,东南侧,146.9191,5973.0,224.5907865168539,,30.1244,False,,,148.82545422100512,,,0.2050407333015244,20.0
2000,河南省,漯河市,411100,中部,东南侧,164.2624,6572.0,224.78606741573032,,32.8784,False,,,174.26258150995486,,,0.2001577963063975,20.0
2001,河南省,漯河市,411100,中部,东南侧,182.3247,7171.0,226.61460674157303,,32.4979,False,,,198.04735243445708,,,0.1782418948173231,21.088
2002,河南省,漯河市,411100,中部,东南侧,200.7737,7832.0,228.4875280898877,,34.8972,False,,,223.0421848127342,,,0.1738136020803521,22.176
2003,河南省,漯河市,411100,中部,东南侧,221.5676,8868.0,230.076404494382,,59.934,False,,,271.8240755720975,,,0.2704998384240294,23.264
2004,河南省,漯河市,411100,中部,东南侧,279.5597,11122.0,231.89606741573033,,71.3392,False,,,329.5720717934926,,,0.255184134193877,24.352
2005,河南省,漯河市,411100,中部,东南侧,322.1361,12759.0,232.20674157303372,,104.2497,False,,,417.343168203818,,,0.32362004755133,25.439999999999998
2006,河南省,漯河市,411100,中部,东南侧,380.2783,14422.0,236.77808988764045,,138.6993,False,,,535.1753097936271,,,0.3647310403985712,26.528
2007,河南省,漯河市,411100,中部,东南侧,437.0242,17601.0,239.08595505617976,,187.55,False,,,695.9665443039457,,,0.4291524359520594,27.616
2008,河南省,漯河市,411100,中部,东南侧,550.2627,22237.0,242.21044943820223,,246.19,False,,,907.3582170887485,,,0.4474044851668121,28.704
2009,河南省,漯河市,411100,中部,东南侧,591.7024,23777.0,245.0508988764045,,323.9876,False,,,1185.977906234311,,,0.5475516070240716,29.791999999999998
2010,河南省,漯河市,411100,中部,东南侧,680.4948,26974.0,247.1812359550562,,403.9537,False,,,1530.6327109225954,,,0.5936176147121183,30.88
2011,河南省,漯河市,411100,中部,东南侧,751.7001,29487.0,245.34382022471905,,448.145,False,,,1902.2460753764656,,,0.596175256595017,31.968
2012,河南省,漯河市,411100,中部,东南侧,797.1238,31211.0,244.1011235955056,,526.7853,False,,,2333.9190716076423,,,0.6608575731900115,33.056
2013,河南省,漯河市,411100,中部,东南侧,861.5355,31443.0,243.39101123595503,,648.2943,False,,,2865.51741802726,,,0.7524870420313499,34.144
2014,河南省,漯河市,411100,中部,东南侧,941.1601,36671.0,236.73370786516853,,773.2958,False,,,3495.5373471258968,,,0.8216410789195164,35.232
2015,河南省,漯河市,411100,中部,东南侧,992.8496,37987.0,237.92314606741573,,908.5333,False,3404.0,2941.521893623371,4229.293779769601,0.6955113659150005,,0.9150764627391702,36.32
2016,河南省,漯河市,411100,中部,东南侧,1081.9257,41138.0,238.7752808988764,,1060.5145,False,3874.0,3460.297751226966,5078.343590781121,0.6813831497160915,0.48917375255462786,0.9802101013036292,37.408
1990,福建省,漳州市,350600,东部,东南侧,48.47,1182.0,401.59064885496184,,4.1172,False,,,11.763428571428573,,,0.0849432638745616,20.0
1991,福建省,漳州市,350600,东部,东南侧,57.08,1363.0,405.64799618320615,,6.4732,False,,,17.648457142857144,,,0.113405746320953,20.0
1992,福建省,漳州市,350600,东部,东南侧,92.3545,2388.0,407.9802480916031,,6.2128,False,,,22.978834285714285,,,0.0672712212182405,20.0
1993,福建省,漳州市,350600,东部,东南侧,127.6289,3413.0,411.16059160305343,,11.2741,False,,,33.10399257142857,,,0.0883350087636891,20.0
1994,福建省,漳州市,350600,东部,东南侧,162.9034,4438.0,413.87833969465646,,24.1628,False,,,55.61159294285714,,,0.1483259404039449,20.0
1995,福建省,漳州市,350600,东部,东南侧,226.6764,5463.0,407.8838740458016,,25.9994,False,,,78.8304132957143,,,0.1146983100137464,20.0
1996,福建省,漳州市,350600,东部,东南侧,299.5873,6488.0,420.4125,,39.3716,False,,,114.26049263092858,,,0.1314194560316809,20.0
1997,福建省,漳州市,350600,东部,东南侧,368.5213,7513.0,422.85076335877864,,77.3213,False,,,185.86876799938216,,,0.2098150093359596,20.0
1998,福建省,漳州市,350600,东部,东南侧,433.2983,8538.0,425.5299618320611,,105.3229,False,,,281.89822959941307,,,0.2430724976303853,20.0
1999,福建省,漳州市,350600,东部,东南侧,487.0732,9563.0,429.3367366412214,,119.855,False,,,387.6583181194424,,,0.2460718430001897,20.0
2000,福建省,漳州市,350600,东部,东南侧,477.3573,10588.0,433.9530534351145,,68.8092,False,,,437.08460221347025,,,0.1441461144513763,20.0
2001,福建省,漳州市,350600,东部,东南侧,523.8905,11613.0,435.57213740458013,,118.0634,False,,,533.2937721027968,,,0.2253589251952459,21.088
2002,福建省,漳州市,350600,东部,东南侧,534.697,11749.0,436.81536259541986,,98.7899,False,,,605.4189834976569,,,0.1847586577070752,22.176
2003,福建省,漳州市,350600,东部,东南侧,603.3969,12973.0,437.47070610687024,,140.8467,False,,,715.9947343227741,,,0.2334229758223816,23.264
2004,福建省,漳州市,350600,东部,东南侧,702.0241,15394.0,439.3018129770993,,163.8773,False,,,844.0722976066354,,,0.2334354333419607,24.352
2005,福建省,漳州市,350600,东部,东南侧,628.531,13402.0,440.78597328244274,,195.2181,False,,,997.0867827263037,,,0.3105942268559546,25.439999999999998
2006,福建省,漳州市,350600,东部,东南侧,716.9115,15221.0,442.4917938931298,,239.4352,False,,,1186.6676435899885,,,0.3339815304957446,26.528
2007,福建省,漳州市,350600,东部,东南侧,854.8082,18072.0,446.3082061068703,,327.0423,False,,,1454.376561410489,,,0.3825914398107084,27.616
2008,福建省,漳州市,350600,东部,东南侧,1002.0167,21073.0,451.5124045801527,,441.3992,False,,,1823.0569333399646,,,0.4405108218256243,28.704
2009,福建省,漳州市,350600,东部,东南侧,1178.0103,24619.0,454.6638358778626,,579.2055,False,,,2311.1095866729665,,,0.4916811847909989,29.791999999999998
2010,福建省,漳州市,350600,东部,东南侧,1430.7097,29769.0,459.0874045801527,,837.1065,False,,,3032.660607339318,,,0.5850987799970881,30.88
2011,福建省,漳州市,350600,东部,东南侧,1768.2006,36641.0,461.824427480916,,1075.6488,False,,,3956.676376972352,,,0.6083296205193008,31.968
2012,福建省,漳州市,350600,东部,东南侧,2017.7971,41433.0,465.0047709923665,,1444.085,False,,,5202.927558123734,,,0.7156740387821947,33.056
2013,福建省,漳州市,350600,东部,东南侧,2236.0244,45726.0,471.75095419847327,,1713.264,False,,,6656.045180217548,,,0.7662098857239662,34.144
2014,福建省,漳州市,350600,东部,东南侧,2506.3612,50685.0,479.3645038167939,,2081.8569,False,,,8405.09982120667,,,0.830629240510107,35.232
2015,福建省,漳州市,350600,东部,东南侧,2767.3767,55570.0,483.87480916030535,,2516.0808,False,8473.5,14891.611125764888,10500.925630146336,1.4181236635952983,,0.9091934610853668,36.32
2016,福建省,漳州市,350600,东部,东南侧,3125.3456,62196.0,489.58015267175574,,2827.9268,False,9622.0,17621.937048671756,12803.806148639018,1.3763045803801772,0.9654867738821485,0.9048365083208718,37.408
1990,山东省,潍坊市,370700,东部,东南侧,144.31,1710.0,872.4117192600653,,10.8339,False,,,30.954,,,0.0750737994594969,20.0
1991,山东省,潍坊市,370700,东部,东南侧,166.32,1938.0,881.6995429815015,,16.1072,False,,,45.51349999999999,,,0.0968446368446368,20.0
1992,山东省,潍坊市,370700,东部,东南侧,250.58,2693.0,883.722633297062,,26.1562,False,,,69.394025,,,0.10438263229308,20.0
1993,山东省,潍坊市,370700,东部,东南侧,334.84,3448.0,831.9294776931447,,38.8526,False,,,104.77692375000001,,,0.116033329351332,20.0
1994,山东省,潍坊市,370700,东部,东南侧,419.1,4203.0,834.7086724700761,,33.3275,False,,,132.8655775625,,,0.0795215938916726,20.0
1995,山东省,潍坊市,370700,东部,东南侧,530.0,4958.0,838.673112078346,,116.5176,False,,,242.739898684375,,,0.2198445283018868,20.0
1996,山东省,潍坊市,370700,东部,东南侧,630.0,5713.0,841.636224156692,,50.1346,False,,,280.73750375015624,,,0.0795787301587301,20.0
1997,山东省,潍坊市,370700,东部,东南侧,718.0,6468.0,847.1333079434168,,45.4907,False,,,312.19132856264844,,,0.0633575208913649,20.0
1998,山东省,潍坊市,370700,东部,东南侧,774.0,7223.0,853.9791186071816,,88.2135,False,,,384.795262134516,,,0.1139709302325581,20.0
1999,山东省,潍坊市,370700,东部,东南侧,647.3,7978.0,858.321610446137,,76.3774,False,,,441.9328990277902,,,0.1179938204850919,20.0
2000,山东省,潍坊市,370700,东部,东南侧,714.56,8733.0,862.9501958650708,,78.1248,False,,,497.96105407640067,,,0.1093327362292879,20.0
2001,山东省,潍坊市,370700,东部,东南侧,802.0,9488.0,864.3397932535363,,108.7588,False,,,581.8218013725806,,,0.1356094763092269,21.088
2002,山东省,潍坊市,370700,东部,东南侧,895.0,10570.0,865.9030903155603,,142.7119,False,,,695.4426113039516,,,0.1594546368715084,22.176
2003,山东省,潍坊市,370700,东部,东南侧,1030.0,12152.0,866.1585310119696,,517.0941,False,,,1177.764580738754,,,0.5020331067961166,23.264
2004,山东省,潍坊市,370700,东部,东南侧,1246.41,14678.0,869.1625136017409,,825.1367,False,,,1944.0130517018163,,,0.6620106546000112,24.352
2005,山东省,潍坊市,370700,东部,东南侧,1471.18,17279.0,870.7462459194777,,1100.4475,False,,,2947.259899116725,,,0.7480033034706833,25.439999999999998
2006,山东省,潍坊市,370700,东部,东南侧,1720.88,19677.0,873.9034929270946,,1043.2205,False,,,3843.117404160889,,,0.6062133908232996,26.528
2007,山东省,潍坊市,370700,东部,东南侧,2056.02,23349.0,877.827062023939,,1178.218,False,,,4829.179533952844,,,0.5730576550811763,27.616
2008,山东省,潍坊市,370700,东部,东南侧,2491.81,28106.0,881.2499673558215,,1523.3965,False,,,6111.117057255202,,,0.6113614200119593,28.704
2009,山东省,潍坊市,370700,东部,东南侧,2707.23,30338.0,886.7368335146898,,1858.7661,False,,,7664.327304392441,,,0.6865933444886471,29.791999999999998
2010,山东省,潍坊市,370700,东部,东南侧,3090.92,34273.0,892.7958868335146,,2304.2067,False,,,9585.31763917282,,,0.7454760071435043,30.88
2011,山东省,潍坊市,370700,东部,东南侧,3541.84,38833.0,896.6990206746464,,2604.0186,False,4960.0,14218.174449291839,11710.070357214177,1.2141835203007558,,0.735216328236171,31.968
2012,山东省,潍坊市,370700,东部,东南侧,4012.43,43681.0,898.0273122959738,,3012.9,False,4907.0,14566.523142859978,14137.466839353468,1.030348881336519,0.11561906919185483,0.750891604339515,33.056
2013,山东省,潍坊市,370700,东部,东南侧,4420.7,50065.0,902.11436343852,,3429.9456,False,5031.0,15496.381970380671,16860.539097385794,0.9190917254112809,0.27110016774630274,0.775882914470559,34.144
2014,山东省,潍坊市,370700,东部,东南侧,4786.0,51826.0,907.6318824809574,,3969.0837,False,4885.0,15621.0998472235,19986.595842516504,0.7815788126356916,0.031422334792997525,0.8293112620142081,35.232
2015,山东省,潍坊市,370700,东部,东南侧,5170.5,55824.0,913.1596191512514,,4516.7037,False,4641.0,15392.32081429084,23503.96975039068,0.6548817488175585,-0.05065176910600974,0.8735525964606905,36.32
2016,山东省,潍坊市,370700,东部,东南侧,5170.6,59275.0,920.6082698585418,,5112.5346,False,4850.5,16704.207272759086,27441.305862871144,0.6087249402864733,0.25660197164597087,0.9887700847097048,37.408
1990,广东省,潮州市,445100,东部,东南侧,23.6,1816.0,123.6585117967332,,1.8303,False,,,5.2294285714285715,,,0.0775550847457627,20.0
1991,广东省,潮州市,445100,东部,东南侧,27.24,2040.0,125.44958257713247,,4.105,False,,,9.072957142857142,,,0.150697503671072,20.0
1992,广东省,潮州市,445100,东部,东南侧,48.8459,2667.0,208.2866061705989,,7.3963,False,,,16.015609285714284,,,0.1514211018734428,20.0
1993,广东省,潮州市,445100,东部,东南侧,65.1381,3294.0,210.76798548094376,,10.7647,False,,,25.979528821428566,,,0.1652596560231262,20.0
1994,广东省,潮州市,445100,东部,东南侧,84.5248,3921.0,213.21205081669692,,12.6544,False,,,37.33495238035714,,,0.1497122737942,20.0
1995,广东省,潮州市,445100,东部,东南侧,101.3097,4549.0,215.6561161524501,,11.2887,False,,,46.75690476133928,,,0.1114276322997699,20.0
1996,广东省,潮州市,445100,东部,东南侧,130.2027,5176.0,218.10018148820328,,18.8991,False,,,63.318159523272314,,,0.1451513678287777,20.0
1997,广东省,潮州市,445100,东部,东南侧,151.4713,5803.0,220.376333938294,,30.545,False,,,90.69725154710869,,,0.201655363095187,20.0
1998,广东省,潮州市,445100,东部,东南侧,136.8604,6430.0,222.5685299455535,,26.1054,False,,,112.26778896975325,,,0.1907447296661415,20.0
1999,广东省,潮州市,445100,东部,东南侧,183.7378,7057.0,226.1693284936479,,32.485,False,,,139.1393995212656,,,0.1768008542607999,20.0
2000,广东省,潮州市,445100,东部,东南侧,198.1205,7684.0,230.03132486388384,,34.4257,False,,,166.60812954520233,,,0.1737614229723829,20.0
2001,广东省,潮州市,445100,东部,东南侧,205.1118,8312.0,230.39513611615243,,36.5083,False,,,194.7860230679422,,,0.1779921974259891,21.088
2002,广东省,潮州市,445100,东部,东南侧,215.2232,8698.0,231.27201451905623,,39.1076,False,,,224.15432191454508,,,0.18170717654974,22.176
2003,广东省,潮州市,445100,东部,东南侧,236.4556,9517.0,232.27949183303085,,47.8856,False,,,260.8322058188178,,,0.2025141295025366,23.264
2004,广东省,潮州市,445100,东部,东南侧,256.9282,10306.0,232.8298729582577,,76.731,False,,,324.5215955278769,,,0.2986476377447084,24.352
2005,广东省,潮州市,445100,东部,东南侧,287.6046,11422.0,233.60413793103447,,97.5946,False,,,405.89011575148305,,,0.3393360189649261,25.439999999999998
2006,广东省,潮州市,445100,东部,东南侧,330.0161,13061.0,234.80751361161524,,109.7358,False,,,495.33140996390887,,,0.3325165044978108,26.528
2007,广东省,潮州市,445100,东部,东南侧,380.2248,15261.0,236.99970961887476,,121.0386,False,,,591.6034394657134,,,0.3183343117019195,27.616
2008,广东省,潮州市,445100,东部,东南侧,442.7597,17336.0,238.93070780399273,,135.6723,False,,,697.6955674924277,,,0.3064242296667921,28.704
2009,广东省,潮州市,445100,东部,东南侧,480.1815,18681.0,240.5725226860254,,162.9762,False,,,825.7869891178063,,,0.3394054123284633,29.791999999999998
2010,广东省,潮州市,445100,东部,东南侧,559.2431,21663.0,243.3710707803993,,182.7785,False,,,967.276139661916,,,0.3268319269383922,30.88
2011,广东省,潮州市,445100,东部,东南侧,647.2168,24169.0,245.15281306715065,,198.9398,False,,,1117.85213267882,,,0.3073773733932741,31.968
2012,广东省,潮州市,445100,东部,东南侧,706.6543,26252.0,247.0185117967332,,224.1572,False,,,1286.1167260448788,,,0.3172091360655415,33.056
2013,广东省,潮州市,445100,东部,东南侧,780.3423,29226.0,249.2573502722323,,253.6278,False,,,1475.4386897426348,,,0.3250212118451095,34.144
2014,广东省,潮州市,445100,东部,东南侧,850.2208,31302.0,250.74990925589836,,313.0138,False,,,1714.680555255503,,,0.3681558955038502,35.232
2015,广东省,潮州市,445100,东部,东南侧,910.1099,33954.0,254.4813067150635,,391.945,False,,,2020.8915274927276,,,0.4306567811206097,36.32
2016,广东省,潮州市,445100,东部,东南侧,976.8303,36956.0,255.60072595281304,,454.6211,False,,,2374.468051118091,,,0.4654043798600433,37.408
1990,河南省,濮阳市,410900,中部,东南侧,39.03,1288.0,268.758918296893,,21.8802,False,,,114.71222970916277,,,0.5605995388162951,20.0
1991,河南省,濮阳市,410900,中部,东南侧,44.72,1433.0,272.82826237054087,,23.8947,False,,,132.87131822370463,,,0.5343179785330948,20.0
1992,河南省,濮阳市,410900,中部,东南侧,55.87,1808.0,277.92144994246263,,23.4869,False,,,149.7146523125194,,,0.4203848219080007,20.0
1993,河南省,濮阳市,410900,中部,东南侧,82.7,2182.0,282.0775604142693,,28.5955,False,,,170.82441969689341,,,0.3457738814993954,20.0
1994,河南省,濮阳市,410900,中部,东南侧,99.3303,2557.0,283.4831760644419,,36.3291,False,,,198.61229871204876,,,0.3657403632124336,20.0
1995,河南省,濮阳市,410900,中部,东南侧,122.497,2932.0,290.03403912543155,,35.4782,False,,,224.1598837764463,,,0.2896250520420908,20.0
1996,河南省,濮阳市,410900,中部,东南侧,148.5335,3306.0,294.4157422324511,,44.9275,False,,,257.87938958762396,,,0.3024738526998959,20.0
1997,河南省,濮阳市,410900,中部,东南侧,165.025,3681.0,297.95581127733027,,41.1604,False,,,286.14582010824273,,,0.249419178912286,20.0
1998,河南省,濮阳市,410900,中部,东南侧,170.5816,4056.0,301.4177905638665,,44.5699,False,,,316.4084291028306,,,0.261281990554667,20.0
1999,河南省,濮阳市,410900,中部,东南侧,217.9107,4430.0,304.3504948216341,,43.7961,False,,,344.38410764768906,,,0.2009818700963284,20.0
2000,河南省,濮阳市,410900,中部,东南侧,203.9449,4805.0,307.1617261219793,,57.3268,False,,,384.4917022653046,,,0.2810896472527628,20.0
2001,河南省,濮阳市,410900,中部,东南侧,219.4533,5180.0,309.07058688147293,,66.6688,False,,,431.93591715203934,,,0.3037949304020491,21.088
2002,河南省,濮阳市,410900,中部,东南侧,237.135,6624.0,312.13344073647875,,74.8466,False,,,485.18572129443737,,,0.3156286503468488,22.176
2003,河南省,濮阳市,410900,中部,东南侧,265.0299,7495.0,314.2071576524741,,99.6239,False,,,560.5503352297155,,,0.3758968327724532,23.264
2004,河南省,濮阳市,410900,中部,东南侧,317.4246,8929.0,318.83180667433834,,130.9148,False,,,663.4376184682297,,,0.4124280222767864,24.352
2005,河南省,濮阳市,410900,中部,东南侧,383.9824,10754.0,322.7796777905639,,153.3051,False,,,783.5708375448182,,,0.3992503302234686,25.439999999999998
2006,河南省,濮阳市,410900,中部,东南侧,456.2361,12132.0,329.80775604142696,,183.6956,False,,,928.0878956675773,,,0.4026327596610615,26.528
2007,河南省,濮阳市,410900,中部,东南侧,526.1408,14976.0,335.30874568469505,,252.36,False,,,1134.0435008841982,,,0.4796434718615245,27.616
2008,河南省,濮阳市,410900,中部,东南侧,657.2798,18803.0,343.8031760644419,,334.5874,False,,,1411.9287258399881,,,0.5090486578166559,28.704
2009,河南省,濮阳市,410900,中部,东南侧,661.6319,18855.0,350.72713463751444,,434.5619,False,,,1775.8941895479886,,,0.6568031257259512,29.791999999999998
2010,河南省,濮阳市,410900,中部,东南侧,775.4037,21787.0,355.59472957422327,,532.2225,False,,,2219.3219800705892,,,0.6863811715110464,30.88
2011,河南省,濮阳市,410900,中部,东南侧,897.3433,25066.0,361.46881472957426,,612.1274,False,,,2720.4832810670596,,,0.6821552019165908,31.968
2012,河南省,濮阳市,410900,中部,东南侧,989.6987,27654.0,365.546835443038,,738.9623,False,,,3323.4214170137066,,,0.7466538048397962,33.056
2013,河南省,濮阳市,410900,中部,东南侧,1130.4789,27110.0,362.0761795166859,,941.8889,False,,,4099.139246163021,,,0.8331768952078628,34.144
2014,河南省,濮阳市,410900,中部,东南侧,1253.6056,34895.0,368.3233601841197,,1115.783,False,,,5009.96528385487,,,0.8900590424931093,35.232
2015,河南省,濮阳市,410900,中部,东南侧,1328.341,36842.0,372.2365247410817,,1305.2767,False,5485.5,7416.193353888884,6064.743719662127,1.2228370557267418,,0.9826367626987348,36.32
2016,河南省,濮阳市,410900,中部,东南侧,1449.5555,40059.0,375.6985040276179,,1523.2828,False,5422.0,7620.149090084234,7284.78933367902,1.0460356149016936,0.13389223340232645,1.050862005628622,37.408
1990,山东省,烟台市,370600,东部,东南侧,137.58,2209.0,682.2652841781875,,15.312,False,,,43.74857142857143,,,0.1112952464020933,20.0
1991,山东省,烟台市,370600,东部,东南侧,157.64,2514.0,685.4281105990784,,19.363,False,,,60.924142857142854,,,0.1228304998731286,20.0
1992,山东省,烟台市,370600,东部,东南侧,254.4267,3779.0,686.0061443932411,,38.4576,False,,,96.33553571428571,,,0.1511539472861928,20.0
1993,山东省,烟台市,370600,东部,东南侧,351.2133,5044.0,687.0204301075269,,44.9644,False,,,136.4831589285714,,,0.1280259033470543,20.0
1994,山东省,烟台市,370600,东部,东南侧,448.0,6309.0,688.8745007680492,,52.4483,False,,,182.10730098214282,,,0.1170720982142857,20.0
1995,山东省,烟台市,370600,东部,东南侧,575.7,7574.0,692.4190476190477,,57.2194,False,,,230.22133593303568,,,0.0993910022581205,20.0
1996,山东省,烟台市,370600,东部,东南侧,650.31,8840.0,696.2253456221198,,55.6292,False,,,274.33946913638385,,,0.0855425873814027,20.0
1997,山东省,烟台市,370600,东部,东南侧,725.0,10105.0,699.6281105990784,,40.6272,False,,,301.24969567956464,,,0.0560375172413793,20.0
1998,山东省,烟台市,370600,东部,东南侧,740.0,11370.0,701.6566820276498,,89.1724,False,,,375.3596108955864,,,0.1205032432432432,20.0
1999,山东省,烟台市,370600,东部,东南侧,800.66,12635.0,703.2271889400921,,100.2696,False,,,456.8612303508071,,,0.1252336822121749,20.0
2000,山东省,烟台市,370600,东部,东南侧,879.59,13900.0,704.3287250384025,,110.4956,False,,,544.5137688332667,,,0.1256217101149399,20.0
2001,山东省,烟台市,370600,东部,东南侧,979.5,15165.0,704.5359447004608,,188.0439,False,,,705.3319803916033,,,0.1919794793261868,21.088
2002,山东省,烟台市,370600,东部,东南侧,1115.0,17131.0,705.3321044546851,,274.2067,False,,,944.2720813720232,,,0.2459252914798206,22.176
2003,山东省,烟台市,370600,东部,东南侧,1316.0,20221.0,704.3505376344086,,737.1898,False,,,1634.2482773034221,,,0.5601746200607902,23.264
2004,山东省,烟台市,370600,东部,东南侧,1630.8949,25183.0,705.4411674347159,,1085.0511,False,,,2637.5869634382507,,,0.6653102538980286,24.352
2005,山东省,烟台市,370600,东部,东南侧,2012.46,30923.0,706.4881720430108,,1460.3827,False,,,3966.090315266338,,,0.7256704232630711,25.439999999999998
2006,山东省,烟台市,370600,东部,东南侧,2405.7504,37075.0,708.8875576036867,,1591.1832,False,,,5358.968999503021,,,0.6614082657951548,26.528
2007,山东省,烟台市,370600,东部,东南侧,2879.9509,41271.0,710.5125960061445,,1606.7899,False,,,6697.810449527869,,,0.5579226715288792,27.616
2008,山东省,烟台市,370600,东部,东南侧,3434.19,49012.0,710.7525345622121,,1961.7099,False,,,8324.629827051476,,,0.5712292855083732,28.704
2009,山东省,烟台市,370600,东部,东南侧,3701.79,52683.0,711.0906298003073,,2222.1747,False,,,10130.573035698902,,,0.6002973426369406,29.791999999999998
2010,山东省,烟台市,370600,东部,东南侧,4358.46,62254.0,710.152688172043,,2705.8591,False,,,12329.903483913957,,,0.6208291690184148,30.88
2011,山东省,烟台市,370600,东部,东南侧,4906.83,70380.0,710.8725038402457,,2883.8001,False,7571.0,17205.22787471336,14597.208409718258,1.1786656319340336,,0.5877114348775074,31.968
2012,山东省,烟台市,370600,东部,东南侧,5281.38,75672.0,709.236559139785,,3043.9202,False,7609.0,17838.938082511828,16911.268189232345,1.0548551346297106,0.20818883747296243,0.5763494011034994,33.056
2013,山东省,烟台市,370600,东部,东南侧,5613.87,86235.0,710.2181259600615,,3538.1912,False,8326.0,20190.28997300891,19603.89597977073,1.0299121151144284,0.6645632634259789,0.6302588410490446,34.144
2014,山东省,烟台市,370600,东部,东南侧,6002.0788,85795.0,712.6175115207374,,4101.0599,False,7344.0,18438.53685783594,22724.76108078219,0.8113852899174807,-0.42714643479676245,0.6832732519273156,35.232
2015,山东省,烟台市,370600,东部,东南侧,6446.08,91979.0,712.4866359447004,,4667.1376,False,7465.0,19317.564661972345,26255.660626743083,0.7357485662461739,0.18834409427662976,0.7240272537728356,36.32
2016,山东省,烟台市,370600,东部,东南侧,6925.6587,98388.0,714.3625192012289,,5297.2249,False,8076.5,21582.728473978495,30240.10249540593,0.7137121468836735,0.4276132984284187,0.7648694701054212,37.408
1990,河南省,焦作市,410800,中部,东南侧,61.31,1812.0,324.6904697986577,,7.8315,False,,,22.375714285714288,,,0.127736095253629,20.0
1991,河南省,焦作市,410800,中部,东南侧,69.54,2006.0,330.54926174496643,,12.8037,False,,,34.06062857142857,,,0.1841199309749784,20.0
1992,河南省,焦作市,410800,中部,东南侧,86.04,2578.0,336.39860402684565,,14.726,False,,,47.083597142857144,,,0.1711529521152952,20.0
1993,河南省,焦作市,410800,中部,东南侧,124.88,3150.0,341.25573154362417,,20.6257,False,,,65.35511728571429,,,0.1651641575912876,20.0
1994,河南省,焦作市,410800,中部,东南侧,168.6892,3723.0,346.86883221476506,,25.2386,False,,,87.32596142142857,,,0.1496159801575916,20.0
1995,河南省,焦作市,410800,中部,东南侧,228.059,4295.0,351.3857718120806,,29.8239,False,,,112.78356335035714,,,0.1307727386334238,20.0
1996,河南省,焦作市,410800,中部,东南侧,236.2853,4867.0,295.76504697986576,,40.2356,False,,,147.37998518283928,,,0.170283974500318,20.0
1997,河南省,焦作市,410800,中部,东南侧,246.3681,5439.0,299.2519731543624,,35.4827,False,,,175.4936859236973,,,0.1440231101347942,20.0
1998,河南省,焦作市,410800,中部,东南侧,250.8236,6011.0,302.6916510067114,,39.2484,False,,,205.96740162751243,,,0.1564780985521298,20.0
1999,河南省,焦作市,410800,中部,东南侧,211.7325,6584.0,306.87785234899326,,21.7847,False,,,217.4537315461368,,,0.1028878419704107,20.0
2000,河南省,焦作市,410800,中部,东南侧,228.5547,7156.0,312.47205369127516,,35.5611,False,,,242.14214496882997,,,0.1555911998309376,20.0
2001,河南省,焦作市,410800,中部,东南侧,256.6587,7728.0,315.21245637583894,,46.1502,False,,,276.18523772038844,,,0.1798115551898299,21.088
2002,河南省,焦作市,410800,中部,东南侧,287.6249,8583.0,318.10405369127517,,54.9821,False,,,317.358075834369,,,0.1911590408201793,22.176
2003,河南省,焦作市,410800,中部,东南侧,341.4205,10115.0,321.4681342281879,,106.2189,False,,,407.7090720426506,,,0.3111087354157117,23.264
2004,河南省,焦作市,410800,中部,东南侧,455.7036,13426.0,326.48590604026845,,183.3381,False,,,570.661718440518,,,0.402318744025722,24.352
2005,河南省,焦作市,410800,中部,东南侧,583.974,17145.0,332.6565369127517,,268.654,False,,,810.782632518492,,,0.4600444540339124,25.439999999999998
2006,河南省,焦作市,410800,中部,东南侧,699.0957,19772.0,335.585932885906,,352.405,False,,,1122.6485008925674,,,0.5040869225772666,26.528
2007,河南省,焦作市,410800,中部,东南侧,856.0041,25230.0,338.26963758389263,,491.3359,False,,,1557.851975847939,,,0.5739877881426035,27.616
2008,河南省,焦作市,410800,中部,东南侧,1031.586,30356.0,341.3691275167785,,630.1079,False,,,2110.067277055542,,,0.6108147066749645,28.704
2009,河南省,焦作市,410800,中部,东南侧,1071.4238,31356.0,344.7804563758389,,803.5997,False,,,2808.1636132027647,,,0.75002972679905,29.791999999999998
2010,河南省,焦作市,410800,中部,东南侧,1245.926,35767.0,347.76655033557046,,970.819,False,,,3638.5744325426263,,,0.7791947515342003,30.88
2011,河南省,焦作市,410800,中部,东南侧,1442.6241,40809.0,349.63758389261744,,946.3966,False,,,4403.042310915494,,,0.656024393326023,31.968
2012,河南省,焦作市,410800,中部,东南侧,1551.3469,44029.0,347.0861744966443,,1120.2148,False,,,5303.104995369719,,,0.7220917513677952,33.056
