year,province,city,city_code,region,city_tier,gdp_100m,gdp_per_capita,pop_10k,hc_city,K_100m,Kstar_100m,V_100m,urban_q,OCR,UCI,UCI_norm,UCI_class,fai_gdp_ratio,re_gdp_ratio,debt_gdp_ratio,tertiary_share_pct
2009,吉林省,松原市,220700,中部,三线及以下,900.8304,31421.0,237.2001828153565,2.699542035598674,2374.2844892460284,4219.825793539737,,,0.5626498830546263,,,,0.8353250511972065,0.0312537187910177,,32.43
2010,吉林省,松原市,220700,中部,三线及以下,1102.8462,38136.0,238.6151736745887,2.7181157422288074,3005.0233647837267,4787.501322525905,,,0.6276809471873449,,,,0.6795626624999932,0.0531072238359256,,31.17
2011,吉林省,松原市,220700,中部,三线及以下,1360.9668,46749.0,240.30164533820843,2.7705164318033435,3616.19119654454,5727.650526313919,,,0.6313568154919837,,,,0.5594691949869754,0.0541548111239745,,33.81
2012,吉林省,松原市,220700,中部,三线及以下,1605.4206,55177.0,238.4095063985375,2.836590408707862,4402.3103367173135,6769.138161621854,,,0.6503501969684337,,,,0.6022899544206671,0.0506883367511292,0.0080975664570393,35.51
2013,吉林省,松原市,220700,中部,三线及以下,1650.4848,58321.0,232.81535648994517,2.911710421397407,5170.477119881448,7504.634818357604,,,0.6889711818133493,,,,0.5987830363539246,0.0624348676219253,0.0078764736276274,36.43
2014,吉林省,松原市,220700,中部,三线及以下,1596.2932,56868.0,229.11334552102377,2.80869136497462,6056.477863887375,6341.419169335946,,,0.9550666344804314,,,,0.7169889591711597,0.050289320282765,0.015034831946913,37.46
2015,吉林省,松原市,220700,中部,三线及以下,1637.3003,58841.0,228.75959780621577,2.842830855866562,7040.105370693006,6727.64707419617,3462.172198420476,0.4917784629805435,1.0464439191073602,0.46995204807539176,0.42583297632167,橙灯-显著失调,0.785714996815184,0.0306997439626682,0.0130702962675814,38.52
2016,吉林省,松原市,220700,中部,三线及以下,1651.6898,59413.0,228.7020109689214,2.8587873832732273,8103.834302158355,6906.559839585133,3728.3931273126145,0.4600776605611992,1.1733532308966632,0.3921049931482381,0.37595881890132965,红灯-严重失调,0.8571429090377625,0.0213515879313415,0.0113822825569304,41.82
2017,吉林省,松原市,220700,中部,三线及以下,1512.6454,49602.0,226.23400365630715,2.686709460775562,8888.513088744816,5143.256950906284,3842.456775137112,0.4322946635475699,1.7281876393864761,0.25014336041718177,0.2521704123663528,红灯-严重失调,0.7866156216747021,0.0178985768905256,0.009255308613638,50.225
2018,吉林省,松原市,220700,中部,三线及以下,1373.6009,49912.0,226.23400365630715,2.679828140560069,9524.583360194005,4864.63687405276,4078.667155393052,0.4282252568064011,1.9579227816564682,0.21871406820452247,0.215193534028691,红灯-严重失调,0.7866156216747021,0.0344902948156193,0.0093913741611555,58.63
2019,吉林省,松原市,220700,中部,三线及以下,730.0,26559.0,226.23400365630715,2.2235492460912623,9622.583596006836,1718.2019370276228,4165.008910420475,0.4328368643270466,5.600379902174525,0.07728705407270389,0.0,红灯-严重失调,0.7866156216747021,0.0484331506849315,0.0608219178082191,53.99
2020,吉林省,松原市,220700,中部,三线及以下,753.0,27487.0,225.0,2.219328230015984,9733.775979327544,1724.877972419455,4316.5224,0.4434581614747831,5.643167884899215,0.07858319485079489,0.0,红灯-严重失调,0.786615621674702,,0.1065073041168658,52.46
2021,吉林省,松原市,220700,中部,三线及以下,818.0,36877.0,221.0,2.365603914239434,9890.538758891074,2287.8963676778385,4356.151332,0.440436202535888,4.322983723659538,0.10188245681458297,0.004807433545007908,红灯-严重失调,0.7866156216747021,,0.089242053789731,52.44
2022,吉林省,松原市,220700,中部,三线及以下,873.0,40075.0,217.0,2.3934106498907846,10082.727258668536,2445.224351880071,4344.944996,0.4309295376669513,4.123436465417246,0.10450737904684704,0.011812886538745402,红灯-严重失调,0.7866156216747021,,0.0435280641466208,47.29
2023,吉林省,松原市,220700,中部,三线及以下,893.0,41654.0,213.0,2.414303602322807,10281.038645890618,2530.7490058361846,4218.552117,0.4103235346446418,4.062448951745675,0.10100398540843736,0.002422578499288548,红灯-严重失调,0.7866156216747021,,0.0223964165733482,48.23
1993,吉林省,白城市,220800,中部,三线及以下,34.8582,2632.0,158.9620320855615,2.005218398157626,13.236698857142857,220.61002263262128,,,0.06000044195265662,,,,0.2257202035675967,,,29.485
1994,吉林省,白城市,220800,中部,三线及以下,48.5523,2825.0,160.0975935828877,1.9880579025416283,21.59276391428571,250.31080217180337,,,0.08626381173699926,,,,0.1857357941848274,,,23.21
1995,吉林省,白城市,220800,中部,三线及以下,46.7401,3018.0,162.03716577540106,1.9807231193551187,26.702825718571425,243.98253993860024,,,0.10944564199262521,,,,0.1324280435857005,0.0200684209062453,,30.1
1996,吉林省,白城市,220800,中部,三线及以下,59.8064,3211.0,163.90213903743316,1.9723188165587366,32.933184432642854,271.28755230691314,,,0.12139585525614117,,,,0.1264998394820621,0.0076112255544557,,28.3
1997,吉林省,白城市,220800,中部,三线及以下,60.6433,3404.0,164.9879679144385,1.9702507663689546,38.09982521101071,272.98712513597036,,,0.139566381352358,,,,0.1123504162867126,0.0044473173458568,,30.96
1998,吉林省,白城市,220800,中部,三线及以下,58.7551,3597.0,164.5072192513369,1.9717317854921934,44.57983395046017,269.2884920855455,,,0.16554674730139746,,,,0.1427110157245924,0.008858805448378,,33.8
1999,吉林省,白城市,220800,中部,三线及以下,70.0595,3790.0,165.3360962566845,1.977837234638664,59.44474225293716,297.0922227806175,,,0.20008851694792792,,,,0.2439911789264839,0.0402015429741862,,30.6
2000,吉林省,白城市,220800,中部,三线及以下,73.2589,3983.0,165.0957219251337,1.9908124242285077,75.8154051402903,311.1486429899257,,,0.2436629786064824,,,,0.2640348135175385,0.037352458199618,,33.1
2001,吉林省,白城市,220800,中部,三线及以下,83.3,4176.0,165.58475935828878,1.9991065327879616,96.95513488327578,336.68277484321663,,,0.2879717708410386,,,,0.2992857142857142,0.0396554621848739,,33.3
2002,吉林省,白城市,220800,中部,三线及以下,102.0181,3675.0,165.95775401069517,1.890136743115783,123.29177813911198,296.82001287276245,,,0.4153755568764946,,,,0.3056751694062132,0.0365092076798136,,32.06
2003,吉林省,白城市,220800,中部,三线及以下,123.3531,6152.0,166.45508021390373,2.1621491326713365,178.22718923215638,555.1919460607158,,,0.3210190466499769,,,,0.495326019370409,0.0249560002950878,,31.46
2004,吉林省,白城市,220800,中部,三线及以下,137.0006,6809.0,167.10160427807486,2.129635675254914,222.33842977054857,550.494556798447,,,0.4038885162890966,,,,0.3870245823740918,0.0180305779682716,,32.93
2005,吉林省,白城市,220800,中部,三线及以下,152.1856,7550.0,167.10160427807486,2.1140786566068925,289.26550828202113,561.8558374987277,,,0.514839375114041,,,,0.5128211867614282,0.0198133069094579,,36.66
2006,吉林省,白城市,220800,中部,三线及以下,190.0399,9427.0,167.76470588235296,2.1679853805430214,406.27583286792,691.266011337989,,,0.587727193590131,,,,0.6918210333724655,0.023234068214096,,36.9
2007,吉林省,白城市,220800,中部,三线及以下,228.612,11279.0,168.20401069518718,2.167695667481966,569.895941224524,754.9923859512137,,,0.7548366736262022,,,,0.8045680016797019,0.033052508179798,,37.03
2008,吉林省,白城市,220800,中部,三线及以下,290.7212,14327.0,168.17914438502677,2.2006122788997393,803.4700441632978,897.8145624518828,,,0.8949175896290484,,,,0.9014440639347938,0.0273285883520018,,38.77
2009,吉林省,白城市,220800,中部,三线及以下,353.3626,17404.0,168.40294117647056,2.2610950331513675,1111.825341955133,1097.3559165404147,,,1.0131857177754464,,,,0.986320567032278,0.0158630256852309,,38.2
2010,吉林省,白城市,220800,中部,三线及以下,445.1802,21973.0,167.96363636363634,2.30374396677613,1356.5352748573764,1316.1184125241282,,,1.030709138287743,,,,0.6745609979958677,0.0147719956997189,,36.0
2011,吉林省,白城市,220800,中部,三线及以下,554.5757,27374.0,167.8475935828877,2.359557208915855,1633.1972111145074,1605.078824296434,,,1.0175183837656063,,,,0.6211752516383245,0.0167874286594237,,33.07
2012,吉林省,白城市,220800,中部,三线及以下,615.5007,30576.0,165.77540106951872,2.3762022666117675,1988.171450558782,1721.2431587158965,,,1.1550787815720487,,,,0.7093965937000558,0.0180025790384966,0.0162469352187576,34.75
2013,吉林省,白城市,220800,中部,三线及以下,692.3486,34791.0,165.02941176470588,2.493680250852837,2368.9118780308427,2198.720693765957,,,1.0774046402289428,,,,0.6935075769633967,0.0192813273544569,0.0144435909887013,35.93
2014,吉林省,白城市,220800,中部,三线及以下,686.1811,34586.0,163.95187165775403,2.4194337456672326,2837.6037841293,1933.9915506287796,,,1.4672265673584448,,,,0.8556596793470412,0.0363577487051158,0.0145734121793794,36.82
2015,吉林省,白城市,220800,中部,三线及以下,699.6822,35571.0,163.01524064171122,2.4444200060483507,3355.6675949228347,2026.4757866762961,2344.602561882353,0.6986992887584469,1.655912997819036,0.4219420281613148,0.39615575240876977,红灯-严重失调,0.9432053580897156,0.0394291865649862,0.0114337623566813,37.58
2016,吉林省,白城市,220800,中部,三线及以下,700.1392,35892.0,159.97326203208556,2.457631188680783,3916.924215176693,2048.3399686623197,2477.4918314438505,0.632509513930458,1.9122432189489829,0.3307683393319084,0.3291111399699665,红灯-严重失调,1.0412786485887378,0.0344535772314991,0.0085697244205152,39.73
2017,吉林省,白城市,220800,中部,三线及以下,653.3226,32168.0,158.31550802139037,2.3593814808005678,4339.588023527112,1675.3001773323329,3019.83158631016,0.6958797862695995,2.5903346052510194,0.2686447476163661,0.27182134501581917,红灯-严重失调,0.946714562008498,0.0456552398462872,0.0061225495643346,43.725
2018,吉林省,白城市,220800,中部,三线及以下,606.5061,31849.0,157.48663101604276,2.3419315197434267,4696.796779167737,1565.6653689238617,3233.550281069518,0.6884586310848425,2.9998726882462856,0.2294959495388829,0.22844553470884935,红灯-严重失调,0.946714562008498,0.0508659352313191,,47.72
2019,吉林省,白城市,220800,中部,三线及以下,492.0,25980.0,156.6577540106952,2.2088945353036875,4927.740504717532,1120.5995739100358,3105.1915457967907,0.6301451025726824,4.397414223105122,0.1432990095092114,0.09874813159645292,红灯-严重失调,0.946714562008498,0.0414382113821138,,58.33
2020,吉林省,白城市,220800,中部,三线及以下,510.0,27230.0,155.0,2.2130826178070193,5164.177906105989,1141.2557479600853,3092.05656,0.5987509757059363,4.524996185418207,0.1323207691611786,0.07679801383096914,红灯-严重失调,0.946714562008498,,,55.29
2021,吉林省,白城市,220800,中部,三线及以下,549.0,35996.0,152.0,2.348505751314225,5425.715305343354,1479.5268862514222,2959.369244,0.5454339340447062,3.6671961528797388,0.14873323141343103,0.10899854479712658,红灯-严重失调,0.9467145620084982,,,55.01
2022,吉林省,白城市,220800,中部,三线及以下,575.0,38470.0,150.0,2.3642413880119104,5698.790413231072,1540.9056161700842,2866.4958,0.5030007408843745,3.698338401410592,0.13600722440448496,0.08436555824727333,红灯-严重失调,0.9467145620084982,,,51.9
2023,吉林省,白城市,220800,中部,三线及以下,593.0,40199.0,147.0,2.3886880860819417,5975.2526278405585,1609.6515094235722,2768.29371,0.4632931664013098,3.7121405427565746,0.12480485613760622,0.060693604866496886,红灯-严重失调,0.946714562008498,,,53.42
1990,黑龙江省,哈尔滨市,230100,中部,二线,112.27,2772.0,430.79995776135166,2.2679158085051117,53.616571428571426,1119.98165430072,,,0.04787272293495545,,,,0.1671488376235859,,,40.91
1991,黑龙江省,哈尔滨市,230100,中部,二线,145.98,2779.0,556.8075712777191,2.2596686716600827,79.93054285714285,1451.7488983162639,,,0.05505810471070181,,,,0.1986217290039731,,,42.574
1992,黑龙江省,哈尔滨市,230100,中部,二线,169.26,3695.0,558.0759978880676,2.3243753188062883,114.33821571428572,1744.06563012844,,,0.06555843641380937,,,,0.2268947181850407,,,46.336
1993,黑龙江省,哈尔滨市,230100,中部,二线,210.28,4612.0,560.2111826821542,2.3726993144324697,166.3109049285714,2101.576903631114,,,0.07913624509349083,,,,0.2743465855050409,,,50.097
1994,黑龙江省,哈尔滨市,230100,中部,二线,311.8609,5528.0,561.4690390707498,2.4316099051545987,258.2346596821428,2794.0816392632405,,,0.09242201661302768,,,,0.321423108828327,,,53.859
1995,黑龙江省,哈尔滨市,230100,中部,二线,393.5495,6445.0,564.6718162618797,2.4869947967556327,369.7407266980357,3421.855261449571,,,0.10805270779962961,,,,0.316142696153851,0.0888449864629481,,52.4
1996,黑龙江省,哈尔滨市,230100,中部,二线,637.3925,7361.0,960.1249524815208,2.52968282226495,494.3689903631339,6270.461816863738,,,0.0788409218972646,,,,0.2245324505700961,0.0570384809987566,,45.7
1997,黑龙江省,哈尔滨市,230100,中部,二线,746.2006,8278.0,967.0801583949312,2.5721853852042678,629.1287408449772,7247.895989342037,,,0.08680156858902295,,,,0.2137202784345121,0.0433743955713785,,47.15
1998,黑龙江省,哈尔滨市,230100,中部,二线,816.1672,9194.0,974.3947518479408,2.612865509160883,773.6027038027282,8083.486105059501,,,0.0957016185527338,,,,0.21555681237864,0.0437562303410379,,48.2
1999,黑龙江省,哈尔滨市,230100,中部,二线,883.28,10110.0,979.9546884899684,2.6547530737969005,937.4062686125918,8968.328420492691,,,0.10452407903245516,,,,0.229240671134861,0.0501162711710895,,48.8
2000,黑龙江省,哈尔滨市,230100,中部,二线,1002.7,11027.0,987.9352059134108,2.7021189480083816,1144.231155181962,10263.763652948053,,,0.1114826094863657,,,,0.2530120674179714,0.0640934476912336,,48.5
2001,黑龙江省,哈尔滨市,230100,中部,二线,1120.1156,11943.0,994.7635691657867,2.739944848110367,1398.7976974228638,11475.247238654521,,,0.12189695510097555,,,,0.2783445744349958,0.0749393187631705,,48.29
2002,黑龙江省,哈尔滨市,230100,中部,二线,1232.1276,12993.0,1002.3424181626189,2.760761266187944,1690.0017125517206,12424.949940773906,,,0.13601678241018783,,,,0.2931059250681503,0.0729568918024399,,48.63
2003,黑龙江省,哈尔滨市,230100,中部,二线,1414.7991,14872.0,1008.7268321013728,2.8176792956405405,2041.4585269241347,14437.396872470497,,,0.14140073483862084,,,,0.3081404985343856,0.0749481675525521,,47.23
2004,黑龙江省,哈尔滨市,230100,中部,二线,1680.4635,17463.0,1025.554625131996,2.824983849941966,2471.948900577928,15974.37828581066,,,0.15474460766799616,,,,0.3169145298306092,0.0713794735797593,,45.34
2005,黑龙江省,哈尔滨市,230100,中部,二线,1830.4514,18852.0,1030.4274973600843,2.781917749917056,2987.3243555490317,15689.398403456627,,,0.1904040090466997,,,,0.3490794128705083,0.076575810753566,,48.32
2006,黑龙江省,哈尔滨市,230100,中部,二线,2094.0751,21374.0,1036.3045406546992,2.771469086006639,3647.82383777158,16524.155993376036,,,0.22075704436788582,,,,0.3867414783739131,0.0753708880832401,,48.27
2007,黑龙江省,哈尔滨市,230100,中部,二线,2436.8044,24768.0,1043.6191341077088,2.7446338312945633,4495.986945883001,17145.678209569087,,,0.2622227532168292,,,,0.4229121959891405,0.0769115485838748,,48.69
2008,黑龙江省,哈尔滨市,230100,中部,二线,2868.1851,29012.0,1046.3039704329462,2.7193822235359346,5612.462698588851,17874.605993511945,,,0.3139908482808539,,,,0.4676389609582729,0.0752257586164853,,48.82
2009,黑龙江省,哈尔滨市,230100,中部,二线,3175.5391,32053.0,1048.1431890179515,2.7157181740714713,7223.936563659408,18672.898601039724,,,0.38686744452503874,,,,0.5958348930422555,0.0877793946860865,0.0062981432034642,51.28
2010,黑龙江省,哈尔滨市,230100,中部,二线,3664.8538,36951.0,1048.5871383315734,2.69249721647567,9514.613135476437,19312.941958642943,,,0.4926547781198322,,,,0.723595958998419,0.0984311570628001,0.0054572436150113,50.96
2011,黑龙江省,哈尔滨市,230100,中部,二线,4242.1894,42736.0,1049.940126715945,2.696914596826757,12050.853478702616,20844.094417716264,25059.24522584059,2.079458128847688,0.5781423379305025,3.596792679621495,0.9863060540584089,绿灯-协调发展,0.710003895629931,0.1324777484003896,0.0096648207173399,50.63
2012,黑龙江省,哈尔滨市,230100,中部,二线,4550.2155,45810.0,1050.1515311510032,2.6826084758405977,15398.270004767484,21096.388263027507,24105.268979132416,1.565453065290396,0.7299007684530406,2.144747797167324,0.8439216290292197,绿灯-协调发展,0.8680817864560479,0.1696656564947308,0.0157135414795189,52.84
2013,黑龙江省,哈尔滨市,230100,中部,二线,5017.0491,50423.0,1051.948468848997,2.7873358243168393,19568.366604529107,25752.233163941397,26729.97356486691,1.365978781217245,0.7598706675244375,1.7976464148398188,0.7953025291604787,黄灯-轻度失调,0.9846445592888458,0.1693528173762541,0.0341834406205033,53.54
2014,黑龙江省,哈尔滨市,230100,中部,二线,5340.0715,53872.0,1043.5979936642027,2.7634560525703797,22765.92437430265,25510.046099834675,30230.6861984054,1.327891883561236,0.8924297621888732,1.4879511417282856,0.7432315141092288,黄灯-轻度失调,0.7820075255546671,0.1261345845275667,0.0375275874115168,54.86
2015,黑龙江省,哈尔滨市,230100,中部,二线,5751.2119,59027.0,1016.189408658923,2.845523787186698,26223.319155587513,29221.744944646915,33564.1345838743,1.2799346407955627,0.897390597490357,1.4262848801570114,0.7315749004951433,黄灯-轻度失调,0.7990821899641708,0.1011591835105223,0.1786406096426389,55.92
2016,黑龙江省,哈尔滨市,230100,中部,二线,6101.6096,63445.0,1016.855332629356,2.9156583472660103,29952.207797808136,33117.28405466961,28884.553414295253,0.9643547350258764,0.9044282661695142,1.0662589517576293,0.6514581051900816,黄灯-轻度失调,0.8260204979354957,0.0839336230230134,0.3472271152844652,57.59
2017,黑龙江省,哈尔滨市,230100,中部,二线,6257.18,57193.0,1009.4561774023232,2.8039728972625846,33475.171369725125,28568.138980352007,32310.167790639905,0.9651979801322588,1.1717659100142286,0.8237122891896885,0.5803815829471956,橙灯-显著失调,0.8023700711514445,0.079004168011788,0.4882933366148968,61.22
2018,黑龙江省,哈尔滨市,230100,中部,二线,6300.4794,66094.0,1006.285110876452,2.915372563484463,36856.72890570508,33404.33350976834,38173.75413255839,1.0357336439221942,1.1033517221628495,0.9387157541131973,0.6163732315552927,黄灯-轻度失调,0.8023700711514445,,0.6348151380353692,64.85
2019,黑龙江省,哈尔滨市,230100,中部,二线,5249.0,55175.0,1005.2280887011616,2.7688915077052823,39225.532963893755,24949.72678405629,40338.82692205786,1.0283818695131273,1.5721828661049781,0.6541108491157287,0.5168909887832953,橙灯-显著失调,0.8023700711514447,,0.9001960754429416,67.68
2020,黑龙江省,哈尔滨市,230100,中部,二线,5184.0,54570.0,1001.0,2.726274119613874,41423.74276454815,23261.897094355118,41887.453608,1.0111943251020936,1.78075513774843,0.5678457996087201,0.47794284319997365,橙灯-显著失调,0.8023700711514445,,1.0922462577160494,66.05
2021,黑龙江省,哈尔滨市,230100,中部,二线,5352.0,53823.0,993.0,2.649755030999477,43646.84024712327,20987.459273946886,40278.8162115,0.9228346424035758,2.0796628918920628,0.44374241902445416,0.4100290967708295,橙灯-显著失调,0.8023700711514445,,1.2218323243647236,65.1
2022,黑龙江省,哈尔滨市,230100,中部,二线,5490.0,55712.0,986.0,2.6420424104256788,45869.509925388535,20909.48839510737,37257.764094,0.8122555517729223,2.1937174673351443,0.37026443189132446,0.3601753722022397,红灯-严重失调,0.8023700711514445,,1.3226460837887069,64.35
2023,黑龙江省,哈尔滨市,230100,中部,二线,5576.0,56901.0,978.0,2.651128864958832,48050.04994585956,21251.5252719489,33800.29614,0.7034393549660097,2.2610165308597194,0.31111641395144374,0.31224295072001995,红灯-严重失调,0.8023700711514445,,1.5191858859397418,65.5
1990,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,78.09,1330.0,456.8605363984674,1.8194681297493671,48.98602187891968,406.5624932110627,,,0.1204882956418931,,,,0.1224817518248175,,,26.303
1991,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,86.49,1463.0,458.0524137931035,1.8640239939283483,56.4616207849737,470.4561060682537,,,0.12001464123155042,,,,0.1147519944502254,,,28.084
1992,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,99.41,1855.0,405.1377011494253,1.8902754616434747,63.27153974572501,494.33775836497597,,,0.12799252874187855,,,,0.0969017201488783,,,27.627
1993,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,111.15,2246.0,367.1291954022989,1.912048220894523,73.63266275843876,514.8221341958115,,,0.14302544095828004,,,,0.1216797121007647,,,27.169
1994,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,152.3119,2638.0,419.5950191570881,1.9476276471958545,85.75802962051682,695.0134678491323,,,0.12339045728986141,,,,0.1037804662669167,,,26.712
1995,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,177.7043,3030.0,420.67080459770114,1.9830825302974062,100.773428139491,804.2732067248547,,,0.1252975074848739,,,,0.1086259589666654,0.0183878499282234,,28.9
1996,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,219.8581,3422.0,423.2790038314176,2.010337750249518,118.03335673251644,942.2604307487578,,,0.1252661715177007,,,,0.1014226903625565,0.01536354585071,,29.2
1997,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,256.3559,3813.0,426.44444444444446,2.038471675227213,140.1087888958906,1075.3311329562641,,,0.13029362268225997,,,,0.109133825279621,0.0154624878928083,,31.1
1998,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,262.6261,4205.0,425.856245210728,2.0663101369669397,163.67924945109604,1147.03338029423,,,0.14269789551295364,,,,0.1164236913239011,0.0262989855159102,,36.0
1999,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,268.3433,4597.0,428.5573180076629,2.0957580199283385,187.26688697854124,1230.386391560378,,,0.15220168904911985,,,,0.1183990805807337,0.0178677835444372,,38.3
2000,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,282.5549,4988.0,433.1158620689655,2.1298311960291847,222.1118426296142,1352.5852839319796,,,0.16421281916060237,,,,0.1564591518320864,0.0242915624538806,,38.1
2001,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,301.1998,5380.0,433.4486590038314,2.1569619008350602,263.2053504981335,1466.63063522318,,,0.17946260236005573,,,,0.1733038999361885,0.0320179495471112,,40.22
2002,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,333.051,5941.0,434.2303448275862,2.183101295196269,307.7797829732268,1615.0479063882688,,,0.19057006405557014,,,,0.173350928236216,0.0394209895781727,,40.17
2003,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,350.169,6354.0,418.7668965517242,2.1832069787260915,366.44289382456543,1619.3017467768145,,,0.22629685576141825,,,,0.2114753162044612,0.051476858316984,,42.25
2004,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,401.8847,7549.0,427.2029118773946,2.1965805855139875,424.53444913333715,1791.3038930343866,,,0.23699744682304869,,,,0.1901383655560911,0.0563248613346066,,39.77
2005,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,422.4396,8003.0,431.08038314176247,2.151359067109765,497.27942667667025,1697.257837872153,,,0.29298991324742263,,,,0.2224500259918814,0.0578442456625752,,47.1
2006,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,481.5986,8860.0,437.97624521072794,2.12801367126116,598.3389553428367,1744.9582200787909,,,0.3428958633266415,,,,0.2614698215484846,0.0420680209618549,,45.38
2007,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,556.0392,10302.0,439.44674329501913,2.1095683168622186,728.7175075756948,1807.368023743175,,,0.40319265252157893,,,,0.2882809341499663,0.0388967180731142,,44.59
2008,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,665.8807,12272.0,440.5302681992337,2.100736385340327,902.81113219691,1938.0365769497355,,,0.4658380254194372,,,,0.3161669950788482,0.0511572117948455,,42.25
2009,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,690.5169,12714.0,442.35678160919537,2.057826500557475,1207.7266755870644,1820.5552934122163,,,0.6633836829660118,,,,0.506947911050403,0.0631376292166057,0.0173782857450701,40.97
2010,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,880.4569,16309.0,439.68666666666667,2.1066656014620952,1644.3203418077112,2233.4644627272537,,,0.7362196127355676,,,,0.5644569313955061,0.066723538653624,0.0136292872484729,37.55
2011,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1065.8065,19815.0,439.1371647509578,2.1415452518208107,2099.3874247173258,2607.208441268967,,,0.8052242358096704,,,,0.5041094232395843,0.0799408710680597,0.0112590793919909,35.92
2012,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1176.0768,22139.0,432.71340996168584,2.1568334234981497,2623.9608534814593,2785.444522284716,,,0.9420258894006611,,,,0.5352905524537174,0.0885387756990019,0.022957684396121,38.44
2013,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1230.398,22090.0,431.088122605364,2.1760025853618994,3294.1283108073862,2940.877005150785,,,1.1201176740944627,,,,0.6513059188977876,0.0952716112997583,0.0219441188948616,40.54
2014,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1209.336,23099.0,428.14712643678166,2.1434906147750556,3884.523795267017,2736.486354610902,,,1.4195297516180574,,,,0.6243937995726581,0.1074780706106491,0.0325798620069195,43.24
2015,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1270.325,24430.0,425.1983908045977,2.183856245992064,4521.994405503666,3004.3456232588887,8094.55619114115,1.7900411776912777,1.5051511951539536,1.1892766543683901,0.6815281292372427,黄灯-轻度失调,0.6547118257138921,0.0766232263397162,0.0270009643201542,44.83
2016,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1325.311,25690.0,421.0268199233717,2.2230367556551176,5212.415885228483,3270.752403971165,8194.60599682452,1.572132035750888,1.5936442877485493,0.9865012210296608,0.6300470569792752,黄灯-轻度失调,0.6915517942581025,0.0576996644561163,0.0211271165786747,46.38
2017,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1333.83,26223.0,413.287356321839,2.219093803399385,5827.969086270806,3222.4095045136023,8215.877559613791,1.4097325222551853,1.8085749431000677,0.7794714438754586,0.5651783809394001,橙灯-显著失调,0.6568858065148842,0.0370023916091256,0.0324629075669313,48.755
2018,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1340.1571,26271.0,410.191570881226,2.210489380442264,6416.900809447414,3166.130698422134,8792.348031264368,1.37018605902707,2.026732760162215,0.6760566000410452,0.5259789865017211,橙灯-显著失调,0.6568858065148842,0.045550331375329,0.0288025933675984,51.13
2019,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1129.0,22667.0,407.86973180076626,2.1203201966290193,6837.6798445303475,2466.0827197369535,9142.1305179954,1.3370223125185434,2.7726887625487655,0.4822114658442585,0.43292494777784024,橙灯-显著失调,0.6568858065148842,0.0557644818423383,0.0293622674933569,48.35
2020,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1200.0,24273.0,404.0,2.138062377394582,7284.058820121691,2609.0265926255934,9435.12912,1.2953120441499089,2.7918683698778937,0.4639588521168572,0.4222983487143248,橙灯-显著失调,0.6568858065148842,,0.0096666666666666,45.83
2021,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1225.0,30559.0,398.0,2.23592430405796,7724.540992096338,3120.469183249537,9229.42896,1.1948190797930187,2.475442165415746,0.48266895364624723,0.4331860981974463,橙灯-显著失调,0.6568858065148842,,0.009469387755102,45.31
2022,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1318.0,33301.0,392.0,2.2640829927847466,8204.089435478138,3364.9270834152435,8195.98892,0.9990126246743352,2.4381180430071523,0.40974743923479695,0.3880792791646864,红灯-严重失调,0.6568858065148842,,0.0088012139605462,44.88
2023,黑龙江省,齐齐哈尔市,230200,中部,三线及以下,1328.0,34036.0,386.0,2.2723562704976685,8666.229314755996,3395.5304330510717,7827.846663,0.9032586582576946,2.5522461028184367,0.35390735135621487,0.3477324399618009,红灯-严重失调,0.6568858065148842,,0.0087349397590361,46.94
