year,province,city,city_code,region,city_tier,gdp_100m,gdp_per_capita,pop_10k,hc_city,K_100m,Kstar_100m,V_100m,urban_q,OCR,UCI,UCI_norm,UCI_class,fai_gdp_ratio,re_gdp_ratio,debt_gdp_ratio,tertiary_share_pct
2015,北京市,北京市,110000,东部,一线,23014.59,106497.0,2095.085592315902,3.3966298295351174,54785.63685975432,173572.55421862262,297685.41543578915,5.433639773100269,0.3156353670451222,17.214926907489087,1.0,绿灯-协调发展,0.3450406850610851,0.1840722472136153,0.1477888591541279,79.65
2016,北京市,北京市,110000,东部,一线,25669.13,118198.0,2122.8082532906437,3.513989427473135,59935.0550167666,210799.80163951407,453717.0396443411,7.570144709426154,0.28432216041294356,26.625236310920805,1.0,绿灯-协调发展,0.3073224530788538,0.1575978617117136,0.1883662632897959,80.23
2017,北京市,北京市,110000,东部,一线,28014.94,128994.0,2116.5784418356457,3.5788360322794697,66318.68483600726,235847.78926737467,466920.01508511417,7.040549978331344,0.281192734695611,25.038164609596638,1.0,绿灯-协调发展,0.3348350048252467,0.1318046727924457,0.2069026519421423,80.56
2018,北京市,北京市,110000,东部,一线,30319.9787,140211.0,2143.0551405193883,3.6532557584568592,73154.94080852278,267637.1971103255,503801.01264882705,6.886766732099285,0.2733362238073612,25.19522160719123,1.0,绿灯-协调发展,0.3348350048252467,0.1277491431746949,0.2242260496047116,80.98
2019,北京市,北京市,110000,东部,一线,35371.0,164220.0,2175.761650658129,3.8407058869188835,81340.64272377043,354331.44203937444,514062.23402077664,6.3198693396917385,0.22956089432992402,27.53025230250605,1.0,绿灯-协调发展,0.3348350048252467,,0.2361821607531593,83.52
2020,北京市,北京市,110000,东部,一线,36103.0,164889.0,2189.0,3.798751109751668,89362.15876678779,343694.2494146943,528639.29712,5.915695238513791,0.2600048121810885,22.752252886741264,1.0,绿灯-协调发展,0.3348350048252467,,0.2721195080741212,83.87
2021,北京市,北京市,110000,东部,一线,40270.0,183980.0,2188.0,3.831303351192912,98377.85647276108,374264.3887882904,539447.654144,5.483425574467184,0.2628565779161275,20.860902998656705,1.0,绿灯-协调发展,0.3348350048252467,,0.3114270057114477,81.67
2022,北京市,北京市,110000,东部,一线,41611.0,190313.0,2187.0,3.8194048606411646,107391.78303490636,375319.3351202261,551531.98485,5.135700043929166,0.2861344273683783,17.948556876440833,1.0,绿灯-协调发展,0.3348350048252467,,0.2963147660474393,83.86
2023,北京市,北京市,110000,东部,一线,43761.0,200278.0,2186.0,3.8670950101084305,116674.90852931864,403687.0314704441,550693.865046,4.7198996938370765,0.289023177445969,16.330523162694906,1.0,绿灯-协调发展,0.3348350048252467,,0.2893082333584699,84.85
1990,天津市,天津市,120000,东部,新一线,300.31,3477.0,1068.4318761061947,2.4274504164694535,205.94857142857143,3971.745377366923,,,0.051853417543373706,,,,0.2400253071825779,,,29.826
1991,天津市,天津市,120000,东部,新一线,337.35,3880.0,1075.906946902655,2.4976277913490286,304.5143428571429,4718.666867639579,,,0.06453397779476436,,,,0.3227010523195494,,,35.296
1992,天津市,天津市,120000,东部,新一线,466.6133,5507.0,1083.4802123893803,2.6199707657998585,424.13562571428577,6678.554702849003,,,0.06350709765592755,,,,0.2889909053171009,,,36.15
1993,天津市,天津市,120000,东部,新一线,595.8767,7135.0,1089.6296548672567,2.7045443555125295,556.5834444285714,8533.175541653698,,,0.06522582849862568,,,,0.257863078049536,,,37.004
1994,天津市,天津市,120000,东部,新一线,725.14,8762.0,1097.9639292035397,2.7919296323659544,751.3262722071428,10671.136613465169,,,0.07040733329747613,,,,0.3069365915547343,,,37.859
1995,天津市,天津市,120000,东部,新一线,920.11,10390.0,1102.9473097345133,2.8700711581883156,980.6590585967856,13361.07507441773,,,0.07339671793884613,,,,0.2900730347458455,0.0754653247981219,,38.7
1996,天津市,天津市,120000,东部,新一线,1102.4,12017.0,1102.787743362832,2.9303793464963177,1221.0326056669462,15803.956532435359,,,0.07726119741983291,,,,0.2625240384615384,0.0648678338171262,,40.6
1997,天津市,天津市,120000,东部,新一线,1240.4,13645.0,1104.4447787610618,2.9882484415705295,1658.6361753835988,18075.809756211613,,,0.09175999292721153,,,,0.4020116091583359,0.0651435827152531,,42.08
1998,天津市,天津市,120000,东部,新一线,1336.38,15272.0,1110.9379026548672,3.0425272796330636,2079.269266614419,20181.639881101713,,,0.10302776577444865,,,,0.3768126580762956,0.0798451787665185,,45.1
1999,天津市,天津市,120000,东部,新一线,1450.06,16900.0,1117.1732654867255,3.0971682392678552,2478.862603283698,22586.907126716575,,,0.10974776623363423,,,,0.347266182089017,0.0806565935202681,,46.0
2000,天津市,天津市,120000,东部,新一线,1639.36,18527.0,1119.4194690265483,3.157248611666525,2889.960673119513,25864.25477756455,,,0.11173570234184182,,,,0.3263719988288112,0.0816961497169627,,45.5
2001,天津市,天津市,120000,东部,新一线,1840.1,20155.0,1121.8497876106194,3.2056981909410074,3368.0669394635374,29055.538734466187,,,0.11591824093312295,,,,0.3383535133960111,0.087639910874409,,46.57
2002,天津市,天津市,120000,东部,新一线,2051.16,22380.0,1128.0728761061946,3.249930294855788,3914.42759249036,32400.92819201774,,,0.12081220541869275,,,,0.3484681838569395,0.085729343395932,,47.06
2003,天津市,天津市,120000,东部,新一线,2447.66,26532.0,1136.6035398230088,3.352059696601741,4765.397712865843,40007.03412171019,,,0.11911399626296855,,,,0.4276294501687325,0.0863631386712206,,45.46
2004,天津市,天津市,120000,东部,新一线,2931.88,31550.0,1144.6432300884956,3.3734953994629238,5786.110927222549,44866.88886525503,,,0.1289617148316098,,,,0.4294115379892764,0.0900161329931647,,43.2
2005,天津市,天津市,120000,东部,新一线,3697.62,35783.0,1152.940681415929,3.371631329728813,7013.645880861422,50159.35901730302,,,0.1398272629130286,,,,0.4102207636263326,0.0885813847826439,,41.49
2006,天津市,天津市,120000,东部,新一线,4359.15,41163.0,1164.6994955752211,3.3736218659594925,8512.76228681835,54660.4568221401,,,0.15573895246646152,,,,0.4243484853698542,0.0922928552584793,0.0092908021059151,40.21
2007,天津市,天津市,120000,东部,新一线,5050.4,46122.0,1177.231592920354,3.3074216889864965,10475.759472477432,54489.65897500432,,,0.19225224876674135,,,,0.4729596269602408,0.1000506098526849,0.0146523047679391,40.54
2008,天津市,天津市,120000,东部,新一线,6354.38,55473.0,1189.2236194690263,3.3030979285323445,13356.07719885356,60770.03635261377,,,0.21978063533409592,,,,0.5357101243551692,0.102877826003481,0.0138487153742772,37.94
2009,天津市,天津市,120000,东部,新一线,7521.85,62574.0,1202.6885663716814,3.319267617099732,17694.59803891088,67537.64520200116,,,0.26199607620294385,,,,0.6655709300238638,0.0977397315819911,0.0343931346676681,45.27
2010,天津市,天津市,120000,东部,新一线,9224.46,72994.0,1208.8380088495576,3.3025815708933157,23321.288136965333,73104.4970217989,45899.637220242126,1.96814330969519,0.3190130441634965,6.1694759687835905,1.0,绿灯-协调发展,0.7058863066239108,0.0939504751497648,0.0511357846421362,45.95
2011,天津市,天津市,120000,东部,新一线,11307.28,85213.0,1223.0148672566372,3.3172697563685123,29638.921030117064,82468.36709728207,49379.9395061692,1.666050510273051,0.3593974523001545,4.635677018883349,1.0,绿灯-协调发展,0.661847703426465,0.0955180379366213,0.0547169611082417,46.16
2012,天津市,天津市,120000,东部,新一线,12893.88,93173.0,1219.0870796460176,3.3193743113077403,36497.2337786112,87795.16029683621,51138.34283856425,1.401156678031125,0.4157089485936779,3.370523253760032,0.9684124513310087,绿灯-协调发展,0.6468385621705801,0.0977205387362066,0.0803249293463255,46.99
2013,天津市,天津市,120000,东部,新一线,14370.16,99607.0,1232.3433628318585,3.4189098565377334,44763.40338968064,104585.47071271804,60599.4851903207,1.353772961872036,0.4280078588797442,3.162962861045037,0.9509087316743966,绿灯-协调发展,0.7022212209189043,0.1030479270933657,0.1240974352408045,48.05
2014,天津市,天津市,120000,东部,新一线,15726.93,105231.0,1247.9317699115045,3.3782107679289113,54151.49812019661,104824.28977163453,65251.62077561458,1.204982743612739,0.516593036195796,2.33255707913963,0.867039081256872,绿灯-协调发展,0.7392583867290056,0.1080725608875985,0.1747702825662732,49.34
2015,天津市,天津市,120000,东部,新一线,16538.19,107960.0,1260.451592920354,3.410561379442023,64491.923214186776,112142.10674843717,70628.7697416892,1.095156823081878,0.5750910615479903,1.9043189788657309,0.8111779516652292,绿灯-协调发展,0.7889617908610314,0.1131653463891756,0.2365464419020461,52.15
2016,天津市,天津市,120000,东部,新一线,17885.39,115053.0,1281.4407079646016,3.4856742352650545,74023.68635347743,128128.15096023864,110416.0910637536,1.4916318884268396,0.5777316366365798,2.5818767639431623,0.8950057507724298,绿灯-协调发展,0.7132279083654313,0.1285971399002202,0.3431448797034898,56.44
2017,天津市,天津市,120000,东部,新一线,18549.19,119238.0,1288.8053097345132,3.495387695460416,84181.517509645,132243.62197995314,109284.42564063711,1.2981997577807505,0.6365639132479758,2.039386353456439,0.8300491971215511,绿灯-协调发展,0.747149361985156,0.1204038343453272,0.3743716032883377,58.15
2018,天津市,天津市,120000,东部,新一线,18809.64,120711.0,1328.083185840708,3.4927661208870693,94026.0521593332,135070.79383872985,115708.4294671292,1.2305996775346242,0.696124228540459,1.7677874538496994,0.7906898087812604,黄灯-轻度失调,0.747149361985156,0.1288960979582809,0.4436203989018397,58.62
2019,天津市,天津市,120000,东部,新一线,14104.0,90371.0,1359.9964601769911,3.2106425953723465,99862.5441528052,85526.04926954058,114975.214852463,1.1513347254255115,1.1676272317698468,0.9860464830717937,0.6299200819359787,黄灯-轻度失调,0.747149361985156,0.1934075368689733,0.6806342172433353,63.46
2020,天津市,天津市,120000,东部,新一线,14084.0,101614.0,1387.0,3.285257375551391,105392.26855936386,94730.7916075208,117747.844848,1.117234181003293,1.112545000109517,1.0042148235741606,0.6349481586424546,黄灯-轻度失调,0.7471493619851559,,0.7917092260721386,64.39
2021,天津市,天津市,120000,东部,新一线,15695.0,113732.0,1379.0,3.3165011944151828,111849.16436775267,103172.80270755796,107139.052426,0.957888715857848,1.0840954343829134,0.8835833871056706,0.599704436888572,橙灯-显著失调,0.747149361985156,,0.717725197833705,61.26
2022,天津市,天津市,120000,东部,新一线,16311.0,119235.0,1372.0,3.3195276210792852,118443.45939270491,105132.36142405051,97106.109856,0.8198520235215359,1.1266127554670269,0.7277141320680981,0.5462566677584834,橙灯-显著失调,0.747149361985156,,0.7474803960517442,61.3
2023,天津市,天津市,120000,东部,新一线,16737.0,122752.0,1364.0,3.3389002266683985,125026.32529461524,108539.15908812633,96658.72788,0.773107004882619,1.1519006259584383,0.6711577261617995,0.5239761469911715,橙灯-显著失调,0.747149361985156,,0.8831508992053534,62.65
1990,河北省,石家庄市,130100,东部,二线,73.5,2632.0,303.0577650974798,2.2329280326609666,48.72371428571429,701.7907708826934,,,0.06942769313485117,,,,0.2320176870748299,,,30.34
1991,河北省,石家庄市,130100,东部,二线,84.38,2960.0,306.25392296718974,2.3028503363720687,64.09982857142857,851.9734280769164,,,0.0752368870424931,,,,0.2110962313344394,,,29.865
1992,河北省,石家庄市,130100,东部,二线,113.79,3880.0,310.00593437945787,2.358693119252511,87.81823714285714,1086.881633316274,,,0.08079834496320237,,,,0.2366060286492662,,,29.975
1993,河北省,石家庄市,130100,东部,二线,282.5,4799.0,884.3522967189728,2.40116022209041,145.85972528571426,3308.3328671064255,,,0.044088588163526565,,,,0.2209996460176991,,,30.085
1994,河北省,石家庄市,130100,东部,二线,417.421,5719.0,893.2673323823109,2.456515577480035,216.80813902142853,4380.546846737389,,,0.04949339582634671,,,,0.187440018590344,,,30.194
1995,河北省,石家庄市,130100,东部,二线,540.3093,6639.0,904.6195720399428,2.509220348202339,320.7000320703571,5423.546264447562,,,0.059131058616132846,,,,0.2123455953839772,0.0278551562965879,,32.6
1996,河北省,石家庄市,130100,东部,二线,656.4068,7558.0,913.502539229672,2.5498057294580487,435.9819304668392,6373.327776740325,,,0.06840726630410725,,,,0.200054143253848,0.025196722520242,,33.8
1997,河北省,石家庄市,130100,东部,二线,781.3998,8478.0,919.4993437945792,2.590673384379405,712.3315339434973,7399.687509942303,,,0.096265083219582,,,,0.3815571747010941,0.0209781215710574,,35.23
1998,河北省,石家庄市,130100,东部,二线,845.8583,9398.0,927.0675035663336,2.630124691563048,902.7105572463224,8196.843107102384,,,0.1101290515691515,,,,0.2671790298682415,0.020851719490132,,36.7
1999,河北省,石家庄市,130100,东部,二线,908.3677,10317.0,935.758059914408,2.670944198443678,1059.1467293840062,9062.159512864913,,,0.11687575438066498,,,,0.221905402404775,0.0212039683929756,,37.8
2000,河北省,石家庄市,130100,东部,二线,1003.1119,11237.0,951.1509272467902,2.7174550230554515,1236.5538929148058,10269.031876133447,,,0.12041581989717223,,,,0.2296498526236205,0.0231901346200757,,38.9
2001,河北省,石家庄市,130100,东部,二线,1085.4284,12157.0,957.7142748454588,2.7545820707405886,1432.8985982690654,11294.824371411984,,,0.12686329164142077,,,,0.237852998871229,0.025961915129547,,39.61
2002,河北省,石家庄市,130100,东部,二线,1186.8132,13187.0,966.3193152639086,2.7730635568452917,1773.522268355612,12161.883945874628,,,0.14582627792277195,,,,0.3473744646588022,0.0281484904279797,,39.72
2003,河北省,石家庄市,130100,东部,二线,1377.9438,15188.0,973.2888635282928,2.8355083093028988,2219.8261549378312,14318.346812725513,,,0.15503369096807657,,,,0.3882451519430618,0.0450621425924627,,38.11
2004,河北省,石家庄市,130100,东部,二线,1633.4594,17871.0,980.8142653352352,2.8446246534029482,2825.5684471909394,15785.191141905321,,,0.17900121840715857,,,,0.4387826229412253,0.0604626598004211,,37.27
2005,河北省,石家庄市,130100,东部,二线,1786.775,18671.0,991.2365192582024,2.7738778322825577,3613.318924831392,14990.221486803184,,,0.2410450658125645,,,,0.519947335282842,0.0683369198695974,,37.69
2006,河北省,石家庄市,130100,东部,二线,2026.632,21000.0,1004.2776985259152,2.756830631151391,4532.0992785898225,15641.855566942148,,,0.2897417930496727,,,,0.5424992302499911,0.0652043390215885,0.004934294928729,38.94
2007,河北省,石家庄市,130100,东部,二线,2360.723,24243.0,1020.8998573466477,2.727049612656732,5695.617814660331,16254.01004544913,,,0.35041308567758733,,,,0.5888549821389464,0.0836764838568523,0.0118607731614424,38.92
2008,河北省,石家庄市,130100,东部,二线,2838.3712,28923.0,1033.117945791726,2.716876860259145,7141.870823927315,17590.634121188225,,,0.40600417101079983,,,,0.6098687514867681,0.0987883121136516,0.0098648126080196,38.9
2009,河北省,石家庄市,130100,东部,二线,3001.2797,30428.0,1044.8015596766522,2.67365961313644,9221.137482730948,17055.78786317901,,,0.5406456480757512,,,,0.8117737910265411,0.124606213809396,0.017659133868796,40.15
2010,河北省,石家庄市,130100,东部,二线,3401.0186,33915.0,1057.361711840228,2.6241276089852965,11718.0772085944,16913.053943892995,20916.441781237772,1.7849721766551432,0.6928421825808455,2.5763041303375904,0.8944107072117151,绿灯-协调发展,0.8697384365966125,0.1581877264652419,0.0229343056224391,40.51
2011,河北省,石家庄市,130100,东部,二线,4082.6833,39919.0,1066.0629576795054,2.6423048910893097,14159.15114816468,19039.72003524401,24701.111977420143,1.744533391793188,0.7436638312934741,2.3458628998520408,0.8686055736938729,绿灯-协调发展,0.7414187135210806,0.1932898640460307,0.0300047765154843,40.07
2012,河北省,石家庄市,130100,东部,二线,4500.2098,43552.0,1074.61455064194,2.642236185577627,17124.528390756444,20026.09163201904,27213.755522749896,1.5891681745489388,0.8551108576461627,1.8584352664207693,0.8044612061758153,绿灯-协调发展,0.8162585664339472,0.1851497012428176,0.0336650971250273,40.16
2013,河北省,石家庄市,130100,东部,二线,4863.6583,48491.0,1072.369757489301,2.7548568357325314,20454.548171218623,24495.592460353688,31375.387501455516,1.5339076296783465,0.835029738689704,1.8369497020373122,0.8012587983246322,绿灯-协调发展,0.8607196356701291,0.189191313049274,0.0385512279923118,41.44
2014,河北省,石家庄市,130100,东部,二线,5170.2653,48970.0,1095.5659533999049,2.685484585206759,24315.781562657692,23066.913087549212,33693.049354104885,1.385645337670251,1.0541411185089427,1.3144780270313459,0.7090935337226824,黄灯-轻度失调,0.944624795172503,0.1969066074810513,0.0844250642225264,43.81
2015,河北省,石家庄市,130100,东部,二线,5440.5988,51043.0,1099.7776129339038,2.7241302234901728,28789.846084524805,25066.318599512884,35749.81099707465,1.2417506815464008,1.1485470421286468,1.0811491702116234,0.6552773553745572,黄灯-轻度失调,1.0458138541661997,0.1812797150196041,0.3525347209943141,45.84
2016,河北省,石家庄市,130100,东部,二线,5927.7293,55177.0,1109.5691868758915,2.796049381517808,33028.81708029856,29102.51600575666,61504.72310658374,1.862153372222066,1.1349127709015006,1.6407898650597552,0.7701589046324901,黄灯-轻度失调,0.957949159385534,0.1713581961308523,0.7204040137257955,46.44
2017,河北省,石家庄市,130100,东部,二线,6177.0284,57024.0,1040.0874940561102,2.8014846784525704,37448.13463585143,28793.867888959023,67710.3049382893,1.8081088843732689,1.3005593684136778,1.3902547844306876,0.7245286528030241,黄灯-轻度失调,0.982795936241412,0.2013319219966675,0.9417716130299806,50.975
2018,河北省,石家庄市,130100,东部,二线,6082.618,55723.0,1049.7080361388491,2.7698471157208964,41553.70015616772,27470.218563926184,64544.24450262974,1.5532730962599872,1.5126818179283044,1.0268339830958468,0.64108236990477,黄灯-轻度失调,0.982795936241412,0.1751940365151978,1.2340031874433015,55.51
2019,河北省,石家庄市,130100,东部,二线,5810.0,52859.0,1124.534474560152,2.7334990015006113,45186.05953792193,26554.41649182421,69261.92612320837,1.532816245352862,1.7016400850620907,0.900787574769039,0.6050150804289008,黄灯-轻度失调,0.9827959362414124,0.1527786402753872,1.5639543545611017,60.74
2020,河北省,石家庄市,130100,东部,二线,5935.0,52961.0,1124.0,2.7019057014697907,48759.650442618615,25603.20008458371,70639.704288,1.4487327871870264,1.9044357846493551,0.7607149576081753,0.558470515541924,橙灯-显著失调,0.982795936241412,,1.9139958213984831,62.19
2021,河北省,石家庄市,130100,东部,二线,6490.0,57830.0,1124.0,2.7074554100605317,52700.01354669445,26925.03070913073,64097.757338,1.216275917675176,1.9572870358444192,0.6214090705150184,0.5027667848212501,橙灯-显著失调,0.982795936241412,,2.08371594761171,59.75
2022,河北省,石家庄市,130100,东部,二线,7101.0,63319.0,1123.0,2.745461602199522,57043.84681260999,29678.91771356745,63866.576585,1.119605008315845,1.9220325809432366,0.5825109414984003,0.48496486100113023,橙灯-显著失调,0.982795936241412,,2.240573778341078,59.27
2023,河北省,石家庄市,130100,东部,二线,7534.0,67099.0,1123.0,2.7855418193309784,61596.03905562229,32330.64212244881,59981.3273085,0.973785461340068,1.9051907111010649,0.5111223016499431,0.44896008910736834,橙灯-显著失调,0.982795936241412,,2.457955588001062,61.69
1990,河北省,唐山市,130200,东部,三线及以下,121.82,1872.0,673.550789648308,2.015954443985529,70.60061375280614,946.2589055053836,,,0.07461025026242617,,,,0.2021055655885733,,,25.439
1991,河北省,唐山市,130200,东部,三线及以下,141.85,2149.0,679.0423888520239,2.0919395231284907,91.42238306516585,1183.5380743197366,,,0.07724498691578874,,,,0.1716728939020091,,,25.746
1992,河北省,唐山市,130200,东部,三线及以下,189.19,3372.0,684.288095554081,2.261456259939879,123.14736391190756,1856.7478499666995,,,0.06632422593844188,,,,0.1918499920714625,,,25.913
1993,河北省,唐山市,130200,东部,三线及以下,273.38,4595.0,688.273603185136,2.37007216557159,175.08449571631218,2671.1444199042294,,,0.06554662279270906,,,,0.2125045723900797,,,26.08
1994,河北省,唐山市,130200,东部,三线及以下,386.4908,5818.0,692.4435301924353,2.4691962491447903,231.09227093049657,3715.0128655940157,,,0.06220497190486737,,,,0.1675641438295556,,,26.247
1995,河北省,唐山市,130200,东部,三线及以下,498.5998,7041.0,696.1421632382217,2.5538671591252537,302.70135738397175,4805.603041917473,,,0.06298925540533026,,,,0.166794491293418,0.0113874895256676,,28.1
1996,河北省,唐山市,130200,东部,三线及以下,607.28,8264.0,700.9268214996682,2.6190399250823506,380.00418951477315,5853.62237992518,,,0.06491778335718852,,,,0.1522162758529838,0.0107273415887234,,28.8
1997,河北省,唐山市,130200,东部,三线及以下,710.8752,9487.0,705.2401857996019,2.6795589126144583,553.5926800390345,6929.817350059569,,,0.07988560911122365,,,,0.2709177363340288,0.0067895180476122,,29.0
1998,河北省,唐山市,130200,东部,三线及以下,781.1579,10710.0,707.0741340411414,2.7352847708980166,746.2513460370827,7875.152279024774,,,0.09476024330662154,,,,0.2820662762291721,0.0084048308286967,,29.4
1999,河北省,唐山市,130200,东部,三线及以下,832.5611,11933.0,711.1313603185137,2.7901251114895493,919.0739787352286,8811.797435863797,,,0.10430039789550999,,,,0.2523961304461618,0.0174662256019408,,29.8
2000,河北省,唐山市,130200,东部,三线及以下,915.0473,13156.0,716.9713072329131,2.8490784640425812,994.2735797984672,10060.533756601026,,,0.09882910826138759,,,,0.1324011337993129,0.0159762233056149,,30.6
2001,河北省,唐山市,130200,东部,三线及以下,1006.4571,14379.0,717.3401459854015,2.8968525923131074,1066.7047008085435,11245.784323506683,,,0.09485373986577768,,,,0.1213611588611178,0.016051255438508,,31.06
2002,河北省,唐山市,130200,东部,三线及以下,1102.2878,15715.0,719.9220172528202,2.9228756361733557,1245.9117657681163,12189.567099329191,,,0.10221132183083684,,,,0.2109633255489174,0.0195946104093685,,31.29
2003,河北省,唐山市,130200,东部,三线及以下,1295.322,18387.0,723.6206502986065,3.00285257181842,1498.4796774797103,14688.94527106714,,,0.10201410991919688,,,,0.2430773969715638,0.0216166327754797,,29.84
2004,河北省,唐山市,130200,东部,三线及以下,1626.3343,22965.0,727.5037027206371,3.066904467079379,1884.611693605725,17841.913169471434,,,0.10562834129416158,,,,0.2834939901347466,0.0280557324530387,,30.62
2005,河北省,唐山市,130200,东部,三线及以下,2027.6374,28006.0,732.0527140013272,3.132653650847112,2426.0836089254385,21620.164993676837,,,0.11221392665758959,,,,0.3135188273800828,0.0192932424702759,,31.06
2006,河北省,唐山市,130200,东部,三线及以下,2362.141,32429.0,736.775899137359,3.1406848831769003,3070.2601284791667,23561.540531836596,,,0.13030812328805919,,,,0.3240622384523193,0.0204921721438305,,31.14
2007,河北省,唐山市,130200,东部,三线及以下,2779.419,37765.0,742.4519177173191,3.1148990573789357,3953.5366220552087,24731.047451269067,,,0.1598612687087111,,,,0.3730238226046523,0.0222518447200655,,32.25
2008,河北省,唐山市,130200,东部,三线及以下,3561.19,48054.0,747.3185401459854,3.163849502308054,5118.048990952449,29691.005269192006,,,0.17237708674899738,,,,0.3825095543905267,0.0338042620584692,,31.11
2009,河北省,唐山市,130200,东部,三线及以下,3812.7192,51179.0,751.9187790311878,3.125011589812542,7042.122541404826,29297.433187426916,,,0.2403665364250058,,,,0.5717641099821881,0.050302419333687,,32.8
2010,河北省,唐山市,130200,东部,三线及以下,4469.1588,59389.0,753.0457863304579,3.1044109593756324,9355.787414334583,30784.616074703474,,,0.30391112858550406,,,,0.5964816018620775,0.0757176272187956,,32.42
2011,河北省,唐山市,130200,东部,三线及以下,5442.4541,71565.0,755.1973457199736,3.148032703143607,11433.061643617855,35771.413937433645,18447.01585832855,1.6134799613038044,0.31961447382580316,5.048206803622999,1.0,绿灯-协调发展,0.4676316149363574,0.0930226862179692,,30.98
2012,河北省,唐山市,130200,东部,三线及以下,5861.6363,76643.0,760.0127405441274,3.1304801450353255,13878.57706143696,36365.916771868644,16912.790911140433,1.2186257161863043,0.3816369362692081,3.1931545413274183,0.953525006181931,绿灯-协调发展,0.514731441116536,0.0881182614485992,0.0017060082693974,31.72
2013,河北省,唐山市,130200,东部,三线及以下,6121.2139,82831.0,756.8366290643664,3.234882895681549,16760.515608365113,42187.61654546453,19585.219692996205,1.16853324507638,0.39728519837812426,2.9412956985228647,0.9308988685675951,绿灯-协调发展,0.5841761876676128,0.0929797927826047,0.0049009886748117,32.27
2014,河北省,唐山市,130200,东部,三线及以下,6225.3023,80450.0,771.6926343729265,3.116746261188062,20068.730627946858,37094.2321677043,18803.410916847355,0.9369506853942486,0.5410202464150069,1.7318218525144262,0.7850291402697422,黄灯-轻度失调,0.6660304351806337,0.0978744759109931,0.0109231643256906,33.27
2015,河北省,唐山市,130200,东部,三线及以下,6103.0601,78398.0,773.4958460517586,3.098407264309237,23609.17069654951,35945.17489688557,17124.31315233805,0.7253246364490378,0.6568105667666427,1.1043132878018043,0.6611154797663046,黄灯-轻度失调,0.7445243083875251,0.093179469099444,0.0155659617377846,35.55
2016,河北省,唐山市,130200,东部,三线及以下,6354.8675,81239.0,778.659588586596,3.140123888240137,27403.817461722032,38790.000365480955,18117.67688748507,0.6611369716205434,0.7064660274174311,0.9358368923094669,0.6155273526651476,黄灯-轻度失调,0.7828810435465413,0.0722181540370432,0.0176242856361678,35.5
2017,河北省,唐山市,130200,东部,三线及以下,6530.1459,82972.0,773.5368281353683,3.1350929094926334,30808.11182601604,38890.898591118406,21778.19422674983,0.7068980517124436,0.7921676521264991,0.8923591487418637,0.6024261610838365,黄灯-轻度失调,0.7311452623715667,0.0547784085497997,0.0181312947387592,36.76
2018,河北省,唐山市,130200,东部,三线及以下,6954.97,87855.0,776.6104844061049,3.1752315151072867,34352.79960015161,42242.28785960494,25195.609980313737,0.7334368748275917,0.8132324582968949,0.9018785063788348,0.6053484047177873,黄灯-轻度失调,0.7311452623715666,0.0543823050279152,0.0120776940806358,38.02
2019,河北省,唐山市,130200,东部,三线及以下,6890.0,86667.0,774.5613802256139,3.1705847458405825,37672.750477884125,41746.79797445745,30017.59587101049,0.796798627396011,0.9024105393887693,0.8829668899209749,0.5995122207790403,橙灯-显著失调,0.7311452623715667,0.0551751959361393,0.027866473149492,39.85
2020,河北省,唐山市,130200,东部,三线及以下,7211.0,93470.0,772.0,3.2039446701643084,41061.40144095129,44380.717874221235,33128.508672,0.8068041398840404,0.9252081401054131,0.8720244720200123,0.5960779968394538,橙灯-显著失调,0.7311452623715667,,0.0359173484953543,38.57
2021,河北省,唐山市,130200,东部,三线及以下,8231.0,106784.0,772.0,3.2543721195440973,45026.38802348409,50266.83153208214,30800.404484,0.6840523043495217,0.8957474869834713,0.7636664509695065,0.559536948061057,橙灯-显著失调,0.7311452623715667,,0.0356334588749848,37.38
2022,河北省,唐山市,130200,东部,三线及以下,8901.0,115571.0,772.0,3.2885906765237185,49282.992602679195,54373.36996533347,31174.551196,0.6325620574085277,0.9063810581190808,0.6978985844223383,0.534735692801821,橙灯-显著失调,0.7311452623715667,,0.0296374564655656,37.46
2023,河北省,唐山市,130200,东部,三线及以下,9133.0,118418.0,772.0,3.303088311296044,53496.39265378475,56008.98344557495,27688.310364,0.5175734099155397,0.9551395037506486,0.5418825290788715,0.4650542162019415,橙灯-显著失调,0.7311452623715667,,0.0255053542100076,41.8
1990,河北省,秦皇岛市,130300,东部,三线及以下,46.67,1906.0,257.6471880199667,2.0268696952655127,50.344876061582,350.46411768386844,,,0.14365201320551432,,,,0.2819370044996785,,,41.911
1991,河北省,秦皇岛市,130300,东部,三线及以下,56.44,2277.0,260.3848918469218,2.1285659455417383,62.6785322585029,468.6519528495508,,,0.13374217663534266,,,,0.2631272147413182,,,42.736
1992,河北省,秦皇岛市,130300,东部,三线及以下,68.92,3199.0,263.5405657237937,2.226005302275663,80.46500564557775,619.6832136978,,,0.1298486127539643,,,,0.3035461404526988,,,42.736
1993,河北省,秦皇岛市,130300,东部,三线及以下,97.7,4122.0,266.1528785357737,2.294078693768518,100.08955536329886,828.3532389395169,,,0.12082955755860454,,,,0.2420450358239508,,,42.736
1994,河北省,秦皇岛市,130300,东部,三线及以下,139.3006,5044.0,268.66069883527456,2.365680101358339,122.93517759513392,1112.7009477907263,,,0.1104835740809086,,,,0.1999280692258324,,,42.736
