pref_code,prefecture_jp,prefecture_en,region,year,gdp_nominal_myen,gfcf_nominal_myen,population,gfcf_private_housing_myen,gfcf_private_equip_myen,gdp_per_capita_myen,gdp_growth_nominal,delta_gdp_myen,gfcf_gdp_ratio,pop_growth,muq,muq_ma3,ln_gdp,ln_pop,ln_gdp_pc,sna_basis
25,滋賀県,Shiga,近畿,1982,2694242.0,764289.0,1112214.0,,,2.422413312545967,0.0896908087942363,221759.0,0.2836749631250645,0.014258903607404116,0.2901507152399158,0.25861589462208034,14.806627461168226,13.921863181320466,0.8847642798477606,68SNA_S50
25,滋賀県,Shiga,近畿,1983,2856085.0,757334.0,1127346.0,,,2.5334591154800745,0.060069956596326524,161843.0,0.2651650773698962,0.013605295383801952,0.21370095624915822,0.2517004749296832,14.864962363903498,13.935376755664485,0.929585608239011,68SNA_S50
25,滋賀県,Shiga,近畿,1984,3072504.0,861370.0,1140930.0,,,2.69298204096658,0.07577470558474264,216419.0,0.2803478856333466,0.012049539360586614,0.2512497532999756,0.2582385915340501,14.938003422292919,13.947354277268992,0.990649145023928,68SNA_S50
25,滋賀県,Shiga,近畿,1985,3355589.0,913870.0,1155844.0,,,2.9031504251438776,0.09213494921406129,283085.0,0.2723426498298808,0.013071792309782282,0.3097650650530163,0.25156732587673475,15.026137871846627,13.96034137101126,1.0657965008353665,68SNA_S50
25,滋賀県,Shiga,近畿,1986,3529964.0,900292.0,1166411.0,,,3.0263466308188107,0.05196554166794565,174375.0,0.25504282763223646,0.00914223718771745,0.19368715927721228,0.22268740794660538,15.076798230557193,13.969442070919085,1.107356159638108,68SNA_S50
25,滋賀県,Shiga,近畿,1987,3691079.0,978768.0,1177857.0,,,3.1337242127015417,0.04564210853141848,161115.0,0.2651712412549284,0.00981300759337822,0.16460999950958757,0.25232450772705034,15.121429385196794,13.979207243634889,1.1422221415619067,68SNA_S50
25,滋賀県,Shiga,近畿,1988,4119503.0,1074616.0,1190897.0,,,3.459159776202308,0.11607012475213896,428424.0,0.26086059410564816,0.011070953434924702,0.3986763643943511,0.2800730377643299,15.231243082981235,13.990217362649714,1.2410257203315205,68SNA_S50
25,滋賀県,Shiga,近畿,1989,4482016.0,1309029.0,1205851.0,,,3.7168903952478374,0.0879992076714109,362513.0,0.29206254506900464,0.012556921379430763,0.276932749389051,0.3154241745735513,15.315583503171533,14.002696099714415,1.312887403457118,68SNA_S50
25,滋賀県,Shiga,近畿,1990,4849136.0,1356371.0,1222411.0,,,3.9668622091915076,0.08190956926525916,367120.0,0.27971395316608977,0.013733039985868833,0.2706634099372517,0.29404254808098923,15.394311102714184,14.016335696045005,1.3779754066691785,68SNA_S50
25,滋賀県,Shiga,近畿,1991,5326858.0,1428033.0,1235355.0,,,4.312005860663534,0.09851693167607589,477722.0,0.2680816721602115,0.010588909949272418,0.33453148491666507,0.2043195039224197,15.488272128889063,14.026868936131265,1.461403192757798,68SNA_S50
25,滋賀県,Shiga,近畿,1992,5338535.0,1504067.0,1248215.0,,,4.276935463842367,0.002192098982176649,11677.0,0.28173778012132544,0.010409963128007682,0.007763616913342292,0.10885592684459532,15.490461828727733,14.037225088714791,1.453236740012942,68SNA_S50
25,滋賀県,Shiga,近畿,1993,5316339.0,1411302.0,1260553.0,,,4.2174656678457785,-0.004157694948145885,-22196.0,0.26546501267131384,0.009884515087545065,-0.015727321296221505,0.0177208095091451,15.486295466533761,14.047061071532992,1.4392343950007698,68SNA_S50
25,滋賀県,Shiga,近畿,1994,5403193.0,1420898.0,1273337.0,,,4.243333068936189,0.01633718241067772,86854.0,0.26297376384667365,0.010141580718938448,0.06112613291031446,0.05056167724056624,15.502500633084026,14.057151571491653,1.4453490615923714,68SNA_S50
