STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,ACTIVITY,Economic activity,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_PRICE,Price reference year,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency,asset_query,asset_label
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,HRV,Croatia,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2017,,9684.068,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,HRV,Croatia,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2018,,10431.311,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,HRV,Croatia,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019,,12030.219,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,HRV,Croatia,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020,,11343.272,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1995,,19240.973,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1996,,22255.244,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1997,,24006.555,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1998,,29682.573,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1999,,32663.711,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2000,,35316.606,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2001,,37741.659,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2002,,37939.272,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2003,,43311.617,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2004,,47311.161,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2005,,41597.531,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2006,,51552.991,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2007,,58537.902,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2008,,55579.264,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2009,,47891.902,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2010,,37608.049,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2011,,28213.019,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2012,,22827.546,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2013,,20547.629,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2014,,19779.526,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2015,,19572.416,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2016,,19832.091,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2017,,21372.833,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2018,,20465.655,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2019,,20315.237,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2020,,20607.136,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,GRC,Greece,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2021,,25455.69,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1995,,100782.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1996,,106082.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1997,,114893.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1998,,129353.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,1999,,147267.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2000,,168191.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2001,,181553.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2002,,196263.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2003,,217719.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2004,,239314.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2005,,269419.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2006,,301950.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2007,,321924.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2008,,309886.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2009,,248528.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2010,,235617.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2011,,215309.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2012,,193835.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2013,,180498.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GFCF_ASSET(2.0),Annual GFCF by asset,I,A,Annual,ESP,Spain,S1,Total economy,S1,Total economy,P51G,Gross fixed capital formation,N11G,"Fixed assets, gross",_T,Total - all activities,_Z,Not applicable,XDC,National currency,V,Current prices,N,Non transformed data,T0102,Table 0102 - GDP identity from the expenditure side,2014,,187322.0,,,,F,Free (free for publication),1,One,A,Normal value,6,Millions,EUR,Euro,N11G,Total fixed assets
