sim,rho_pooled,within_all_negative,paradox,a2_met,shift_strength,mean_gap,mean_abs_beta
226,0.2854539615745403,True,True,False,0.6658815376537959,0.023163941409107065,0.07609439385920236
227,-0.6528424405568849,True,False,False,0.92860620242473,0.009749250504402885,0.1199227180613653
228,0.2089093458156943,True,True,False,0.8138833931281257,0.021401156680577044,0.07040516449275047
229,-0.021337074994487483,True,False,False,2.0101320130639033,0.01692665976867697,0.08826670891302968
230,-0.24074656771842856,True,False,False,2.244054244396547,0.013462779683284578,0.05357581419063054
231,-0.180012065290583,True,False,False,1.5566943551605448,0.02736476599533091,0.0760964657205539
232,-0.3151053478611752,True,False,False,1.1798750131068592,0.018247934289070154,0.08576888264544073
233,-0.0016080471900776808,True,False,False,0.7392227219721899,0.02180648828872131,0.08494992175265226
234,0.3423418630562721,True,True,False,1.4600693849958346,0.024700186523046754,0.0843464480850739
235,-0.3167667041149104,True,False,False,2.6704544033485433,0.015432744708492785,0.08718291437309846
236,0.31982742920764784,False,False,False,2.315549662441978,0.017630331209582288,0.08649358926654711
237,-0.24726957794451646,True,False,False,0.5011925932423542,0.022688359068294004,0.12680430226933365
238,-0.32826550968121193,True,False,False,2.417396584492153,0.02133448701378379,0.08899881422478653
239,-0.00212343104454277,True,False,False,0.8529298964118255,0.015684034253992778,0.09997811977456618
240,0.33606569909413553,True,True,False,1.5767983057440773,0.020925122340929917,0.05734002585280459
241,-0.1646863175601875,True,False,False,0.9853959476819616,0.0194151013111392,0.06852318660964066
242,0.03748634958482152,True,True,False,0.9108712872615248,0.01648516502605715,0.05995261906832953
243,-0.3537867148549442,True,False,False,1.937713840368906,0.013390495480398534,0.08285204873006621
244,0.02486395841493371,True,True,False,2.7012103438864252,0.025859729322129668,0.0707757285611517
245,0.08528287535748254,True,True,False,1.2200250496869087,0.014285177974286307,0.0807064261198458
246,0.45982744390569913,False,False,False,2.425294606134483,0.024176292086608042,0.033158455272309054
247,-0.4414041420325317,True,False,False,1.993100718014821,0.016974324918744076,0.07788373418305528
248,0.0013553340116368088,False,False,False,2.68228709312756,0.02436085671261902,0.076679617874996
249,-0.3349957643581021,True,False,False,0.5152539259841833,0.018865468128832944,0.08636049100594978
250,-0.4607794923200184,True,False,False,2.9199306734165993,0.019196828893674713,0.06977216652094001
251,0.10277222812126029,True,True,False,1.0979952022563182,0.024380681166638486,0.05069366144702846
252,0.33685418485598667,False,False,False,2.7474070878295853,0.012855023376221936,0.04557674066558234
253,-0.02225336703268048,True,False,False,2.1191527685345584,0.012385290054930003,0.06913088587057616
254,0.19825791943849413,False,False,False,0.6886848929995524,0.019752679908548603,0.07304677011235693
255,-0.31733557766931053,True,False,False,0.8696594098036721,0.018919229832087697,0.06415762398667271
256,0.5077445899479085,False,False,False,1.1767410140157688,0.01895339646210578,0.06618003918999125
257,-0.33211644187042816,True,False,False,1.765163292301108,0.018833145581489776,0.08176088426240856
258,-0.007717246810800704,True,False,False,1.057585644579217,0.02256903414946217,0.09496350048384854
259,-0.20348980222901542,True,False,False,2.9344043151258123,0.014134779536008576,0.10237413514462795
260,-0.5426243297932535,True,False,False,2.3825324106676575,0.024182181537554012,0.09483111373623347
261,0.21143564701186976,True,True,False,1.713526196458081,0.013335274179463319,0.03868242691433249
262,-0.3671436684308581,True,False,False,1.0749826851397004,0.015363529518361571,0.09969880656291834
263,0.20397389255640827,False,False,False,2.9459140669449884,0.017600802514029287,0.04704277594094776
264,-0.3486997463798527,True,False,False,1.1726770079318765,0.016863156728083098,0.10404977955980524
265,-0.32720693651741817,True,False,False,1.1662775136611199,0.01867142747411261,0.10727238770520475
